"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
8	0.9603091	0.8707843	0.0290317	0.5827936	0.0436622	0.7953736	0.4581188	0.0000000	0.0142691	0.0484534	0.6242999	0.3767552	0.9337030	0.4705829	0.0768777	0.6306974	0.5789332	0.0753657	0.7262279	0.7685155	0.0218402	0.0603400	0.1298261	0.0068988	0.9923007	0.9716798	0.0439248	0.7156177	0.0193561	0.3808805	1.0557360	1.1291235	0.9373248	0.1364185	0.7946508	1.1233641	0.9591775	1.0170289	0.2791193	0.5301928	0.9081974	0.9579356	0.1228907	1.0709910	0.9191311	1.0195241	0.2445793	0.7874508	1.0649135	0.8855222
10	0.9160245	0.8775193	0.0225096	0.6076050	0.0445230	0.7932715	0.4870130	0.0432736	0.0217970	0.0506514	0.6015088	0.4035362	0.9880769	0.4974122	0.0740379	0.6058164	0.5758047	0.0644595	0.7727122	0.7833206	0.0000000	0.0471049	0.1118674	0.0582175	0.9428674	1.0453033	0.0493053	0.7211244	0.0389020	0.2863911	1.0382071	1.0694873	0.9581953	0.1366811	0.8713020	1.0898067	0.9615880	1.0069268	0.2210359	0.5306909	0.8765492	0.8991787	0.0327361	1.0666173	0.8757730	1.0586744	0.2926266	0.8188603	1.0479634	0.9261869

0	0.9945017	0.8609173	0.0585818	0.5668154	0.0126333	0.8591802	0.3806352	0.1029125	0.0530906	0.0950050	0.6727150	0.4173597	0.9660838	0.2163450	0.0745232	0.6729887	0.5803775	0.0189334	0.7380446	0.8208627	0.0000000	0.0418748	0.2323717	0.0587962	0.9662662	0.9788266	0.0706603	0.7226677	0.0668112	0.3968138	0.9848404	1.0549893	1.0215666	0.1024046	0.9660332	1.1334010	0.9507820	1.0914688	0.2365389	0.4988176	1.0295359	1.0104944	0.1225577	1.0013879	0.9587486	1.0111281	0.3354155	0.9325875	1.0045268	0.9391929
2	1.1100111	0.7831989	0.0060568	0.6137801	0.0123657	0.7492816	0.3685919	0.0228565	0.0000000	0.0535902	0.6251553	0.5079857	0.9891661	0.3214441	0.0925251	0.5992110	0.5416795	0.0000000	0.7986651	0.8390822	0.0000000	0.0052435	0.1459464	0.0431420	1.0119063	1.0376568	0.1628308	0.7405898	0.0000000	0.4629188	1.0140159	1.0724515	0.9159555	0.0879279	1.0194893	1.0362693	1.0001260	0.9500280	0.2318847	0.5916784	0.8937584	0.9723207	0.0793440	0.9765870	0.9316401	0.9987056	0.2444596	0.8705824	0.9483740	0.9668871
4	1.0828135	0.8702807	0.0428196	0.5744356	0.0747393	0.7770966	0.3345413	0.0607372	0.0000000	0.0999543	0.5931597	0.4713273	1.0627439	0.2940103	0.0932287	0.5815643	0.5905083	0.0542119	0.7750493	0.8161612	0.0000000	0.0161929	0.1771339	0.0536372	0.9767699	1.0683774	0.0989411	0.7349303	0.0025461	0.4564157	0.9947250	1.0821994	0.9243344	0.0777255	0.9801896	1.0362348	1.0813952	0.9234581	0.2275247	0.6228362	0.9348036	1.0375674	0.0626109	1.0414963	0.9630733	1.0744220	0.3234975	0.8639431	0.9060617	0.9340626
6	1.0474310	0.8771038	0.0157641	0.6052162	0.0000000	0.7669588	0.3580439	0.0591056	0.0531080	0.0176482	0.5807981	0.4641310	0.9968361	0.3679114	0.0628761	0.5159500	0.5552773	0.0379144	0.7348006	0.7991876	0.0000000	0.0533821	0.1483103	0.0715721	0.9917476	1.0207301	0.0835298	0.7859670	0.0073175	0.4851730	1.0870578	1.0646418	0.8982032	0.0872853	0.9775054	1.0444219	1.0416230	0.9983857	0.2290012	0.5709958	0.9040849	1.0808510	0.0439672	0.9789079	0.9462180	1.0354888	0.2637624	0.8414047	0.9345657	0.9406770
8	1.0627489	0.8209570	0.0181431	0.5985651	0.0378354	0.7291929	0.3263008	0.0240034	0.0026449	0.0555740	0.5619262	0.4811620	1.0349037	0.3741153	0.1058980	0.5578749	0.5662760	0.0078238	0.7770558	0.8423659	0.0366228	0.0670926	0.1475488	0.0682694	0.9845484	1.0489094	0.0966730	0.7273005	0.0136537	0.4531964	1.0198699	0.9984188	0.9394864	0.0803658	0.9926394	1.0365095	1.0877294	0.9518604	0.1720691	0.6055114	0.9213936	1.0785595	0.0772774	1.0526169	0.9587424	0.9594051	0.2499758	0.7998976	0.9139432	0.9298156
10	1.0340915	0.8586012	0.0219636	0.6120344	0.0715816	0.7456292	0.3813315	0.0075564	0.0055060	0.0497186	0.5751035	0.4927803	0.9929348	0.3179101	0.0784169	0.5718941	0.5893966	0.0324518	0.7140864	0.8897514	0.0000000	0.0692083	0.1419975	0.0180499	1.0795954	1.0661104	0.1043504	0.7840669	0.0000000	0.4294836	0.9673724	1.0058544	0.9475246	0.0626413	0.9942254	1.0188929	1.0385322	0.9316050	0.1814309	0.5668562	0.9636028	1.1068645	0.1208707	1.0021508	0.9281486	0.9357205	0.2416128	0.8409846	0.9295097	0.9164871

0	1.0142138	0.8421714	0.0364550	0.6470429	0.0213471	0.8441273	0.3608002	0.0518764	0.0009455	0.0524058	0.6854515	0.4285272	0.9913377	0.2376702	0.0755507	0.6515764	0.6065998	0.0636332	0.7975952	0.8047561	0.0000000	0.0000000	0.2153543	0.0294876	0.9522663	1.0009550	0.0428448	0.7374777	0.0393888	0.3892497	1.0155649	1.0718483	1.0259272	0.1407859	0.9618074	1.0868846	0.9997261	1.1409045	0.2388481	0.5100259	1.0137838	1.0084090	0.1544072	1.0326584	0.9366784	1.0096451	0.3474018	0.9084991	1.0518112	0.9160292
2	0.9767540	0.9236425	0.0279126	0.7073564	0.0347354	0.8517366	0.3839976	0.0000000	0.0392808	0.0420096	0.6634761	0.4697903	1.0490866	0.5464610	0.0356275	0.5938117	0.5315127	0.0738890	0.8150001	0.9112906	0.0189799	0.0000000	0.0762596	0.0505654	1.0096332	0.9299051	0.0608908	0.7526258	0.0512963	0.4212153	0.9781842	1.0555295	0.9853385	0.2067005	0.9700984	0.8913349	0.9405568	1.1074601	0.3131662	0.4880913	0.8744826	0.9671613	0.1129356	0.9566893	0.8272149	0.9538478	0.2444815	0.7983542	1.0360921	0.8354115
4	0.9969032	0.8644926	0.0434566	0.6800790	0.0298656	0.8381081	0.3718165	0.0422478	0.0170970	0.0223442	0.6597284	0.4483888	1.0083313	0.5375848	0.0689370	0.6204880	0.5476424	0.0936766	0.8263351	0.8849481	0.0000000	0.0221433	0.1232610	0.0293985	1.0009637	0.9557281	0.0142290	0.7549757	0.0058971	0.3890693	0.9346663	1.0150149	0.9671410	0.1504056	0.9036267	0.9305046	0.9860849	1.1080560	0.2558815	0.5621074	0.8923714	0.9369838	0.0760378	0.8962702	0.8866226	0.9549116	0.2639371	0.8495485	0.9793881	0.8751241
6	0.8886369	0.8778904	0.0415140	0.7327019	0.0275492	0.8307840	0.3550880	0.0545672	0.0368527	0.0470997	0.6667734	0.4151061	1.0825785	0.4967259	0.0107134	0.6257286	0.5260039	0.0947862	0.8256708	0.8863604	0.0370016	0.0435152	0.1396935	0.0392184	1.0321484	0.9334931	0.0160446	0.7778287	0.0582226	0.4277082	1.0153366	1.0586553	0.9862211	0.1552946	0.9765419	0.8634762	1.0002430	1.0603497	0.3054401	0.5920220	0.8761526	0.9566470	0.0862908	0.8590497	0.8308019	0.9020431	0.2315525	0.7679552	0.9997715	0.8089430
8	0.9117079	0.8812567	0.0000000	0.6899258	0.0016665	0.7587515	0.4248410	0.0714916	0.0000000	0.0690736	0.6576919	0.4043461	1.0540851	0.4936990	0.0388199	0.6513769	0.5270635	0.1173003	0.8583214	0.8920381	0.0671061	0.0224932	0.1377527	0.0381380	1.0295048	0.9204994	0.0000000	0.7714203	0.0133239	0.3527085	1.0245766	0.9856454	0.9902464	0.1607735	0.9788750	0.9413547	1.0068020	1.1534159	0.2413453	0.5881783	0.9636014	0.9696102	0.0336783	0.8196416	0.8213966	0.9446173	0.2878338	0.8626442	1.0284301	0.8876291
10	0.8733249	0.8485060	0.0281353	0.7180325	0.0154104	0.8384526	0.4140367	0.0302813	0.0000000	0.0240841	0.6353247	0.4331693	1.0677246	0.4988786	0.0468252	0.6628900	0.5820194	0.0944269	0.8675808	0.8899664	0.0028265	0.0253925	0.1217370	0.0200877	1.0077567	0.9470695	0.0000000	0.7662392	0.0000000	0.4139082	1.0217616	0.9673629	0.9566970	0.1581856	0.9768514	0.9595772	0.9812132	1.1135609	0.2527698	0.6043443	0.9780459	0.9768498	0.0691719	0.8281892	0.8415119	0.9659005	0.2505306	0.7784035	1.0539547	0.8742577

0	0.9966616	0.8430616	0.0035011	0.6344361	0.0831760	0.8811389	0.3465622	0.0328453	0.0523555	0.0270082	0.6791522	0.4319982	0.9172680	0.2345969	0.0012727	0.6707049	0.6059907	0.0570994	0.6978105	0.7800042	0.0000000	0.0000000	0.1582972	0.0576819	0.9860165	0.9878267	0.0426423	0.7601176	0.0364535	0.3593524	0.9934083	1.0243308	1.0206328	0.1217219	0.9295194	1.1001449	0.9646550	1.1117885	0.2334897	0.5125492	1.0377259	0.9848182	0.1293578	1.0038359	0.9182248	1.0105970	0.3851054	0.8993453	0.9572799	0.9416091
2	0.9055645	0.8335546	0.0445275	0.5562880	0.0323605	0.8120843	0.4171614	0.0611884	0.0256188	0.0426930	0.5949130	0.3983984	0.9756689	0.3709841	0.0231455	0.5888663	0.6423883	0.0419135	0.6779033	0.8579622	0.0000000	0.0050768	0.1965927	0.0641514	1.0016835	0.9843294	0.1420803	0.9042782	0.0000000	0.3004630	0.9352114	0.9310127	0.9796759	0.0781956	0.9891024	0.9832580	0.9091959	0.9306632	0.3011466	0.5433514	0.9317846	0.9903686	0.1184871	1.1398928	0.8834146	0.9874208	0.2890794	0.8350177	0.9457306	0.8754502
4	0.9537981	0.8284536	0.0000000	0.5597417	0.0710524	0.8006753	0.3847400	0.0975646	0.0887025	0.0644766	0.6739962	0.3529497	0.9624363	0.3476967	0.0384925	0.5743738	0.6156573	0.0278251	0.6848025	0.8632889	0.0137345	0.0185855	0.2008945	0.0513580	0.9997754	0.9566399	0.0810566	0.8988920	0.0384624	0.3411584	0.9745582	0.9818519	0.8783520	0.0712463	0.9502596	1.0139884	0.9585672	0.9142855	0.3139555	0.5940191	0.9564754	0.9236488	0.1582516	1.1002293	0.8996973	0.9658475	0.2732007	0.9079673	0.9371116	0.8761735
