"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
0	1.0138593	0.9585053	1.0113385	0.9929240	0.9735980	0.9327402	0.8590472	0.9508326	1.0046945	0.9085033	1.0019193	0.1184779	0.1373461	0.9681916	0.7885030	0.0227158	1.0480095	1.0961702	1.0659232	0.0000000	0.9252899	0.0000000	1.0625750	1.0996730	0.1029018	0.1244044	0.8908845	0.9911399	0.9020704	1.0189249	0.9707784	0.7947162	0.8723170	0.2052843	0.2178296	0.0613750	0.6180482	0.2958268	0.4073547	0.4864065	0.4787601	0.5314087	0.5547765	0.9334010	0.9851967	0.0284714	1.0684106	1.0586675	0.8710233	1.0551443
2	1.0072048	1.0757219	0.8760728	0.9308626	0.9584389	0.8536439	0.7303926	1.0346449	1.0363556	0.7926065	0.9207056	0.1173968	0.1774677	1.0194740	0.8039422	0.0109396	0.9763948	0.9599813	0.9953563	0.0000000	0.9818649	0.1249950	0.9435337	1.0195796	0.1599283	0.0279125	0.9531684	1.0203452	0.8439327	0.9913631	0.9431481	0.8726736	0.9256767	0.2277258	0.1369011	0.0040122	0.4439914	0.2980727	0.3526361	0.4962306	0.4361064	0.5825826	0.4359045	1.0356259	1.0321141	0.0000000	1.0627132	0.9902705	0.9174709	0.9688572
4	1.0284414	0.9858158	0.7575954	0.8947738	0.9550972	0.8170022	0.7420341	1.0119502	1.0044313	0.8477982	0.8791518	0.1365901	0.0893235	1.0187436	0.7721587	0.0034864	0.9317574	0.9428010	0.9887232	0.0000000	0.9914301	0.2527047	0.9271885	1.0098868	0.1705827	0.1255110	0.9559201	1.0576439	0.8341042	0.9676005	0.9717087	0.8197061	0.9407712	0.2434168	0.0954039	0.0619226	0.4332050	0.2975587	0.3648488	0.4919603	0.4064023	0.5689424	0.5024633	1.0312598	1.0301588	0.0000000	1.0216200	0.9982550	0.9202919	0.8883777
6	0.9683303	1.0196259	0.7554592	0.8900056	0.9326064	0.8617072	0.7499495	1.0038442	0.9726792	0.8214226	0.8647639	0.1075626	0.1499499	1.0325566	0.7893059	0.0000000	1.0263404	0.9377584	0.9551252	0.0147080	1.0082691	0.2537578	0.9064594	0.9871054	0.1486014	0.0929821	0.9416026	1.0677210	0.9053313	0.9781567	1.0077418	0.8345464	0.9482025	0.2206749	0.0712531	0.0463353	0.4090274	0.2978545	0.3502932	0.4611231	0.3896680	0.5980145	0.4957627	0.9765371	0.9949054	0.0180280	0.9738234	1.0352093	0.9420150	0.9480961
8	1.0111878	1.0534568	0.8177448	0.9172216	0.9411802	0.8535264	0.7794889	1.0132467	0.9908880	0.8574056	0.8846580	0.1088746	0.1796121	0.9735960	0.7525741	0.0000000	1.0640486	0.9755706	0.9261550	0.0115017	1.0224797	0.2772788	0.9313916	1.0335431	0.1789354	0.0729918	0.9558540	1.0283473	0.8042366	0.9639872	0.9825813	0.8153515	0.9322238	0.1957175	0.1119253	0.0534963	0.4385874	0.2962060	0.3865679	0.4793283	0.3651740	0.5553685	0.4898313	1.0373014	0.9695841	0.0178722	0.9837038	1.0799258	0.9243464	1.0183333
10	1.0034362	0.9988826	0.9010495	0.9508455	0.9946076	0.8766539	0.7132827	1.0541974	0.9806503	0.7508576	0.8801874	0.0745524	0.1424701	1.0086626	0.7628602	0.0302205	1.0351756	0.9868592	0.9386603	0.0000000	1.0012121	0.2604532	0.9313581	0.9830984	0.1330602	0.0841973	0.9153402	0.9642518	0.8167829	0.9644867	0.9829573	0.8146860	0.9153002	0.2338984	0.1116224	0.0831946	0.4413767	0.2428869	0.3446442	0.4747131	0.3788371	0.5780634	0.4649348	1.0488662	0.9761942	0.0211036	1.0199054	1.0122869	0.9015293	0.9784460

0	1.0621044	0.9789734	0.9915253	1.0197392	1.0150477	0.9411400	0.8369544	0.9556037	1.0321407	0.9343304	0.9805846	0.1182034	0.1746247	1.0409112	0.8081986	0.0000000	1.1027667	1.0344590	1.0291421	0.0123391	0.9368744	0.0314497	1.0631700	1.0324108	0.1503935	0.0491072	0.9140841	0.9748301	0.8766189	0.9413223	0.9663368	0.8308918	0.8820994	0.2487111	0.1804273	0.0908686	0.5768716	0.2429184	0.4263970	0.5007080	0.4887501	0.5324731	0.5583423	0.9759805	1.0061643	0.0332254	1.0557383	1.0407657	0.8579566	1.0601458
2	0.9401506	1.0468254	0.9671096	1.0405259	1.0200018	1.0033327	0.8604628	0.9737216	0.9609237	0.8927059	0.9676225	0.0737628	0.1344861	1.0353820	0.8818884	0.0046988	1.0866548	0.9349696	0.9932261	0.0000000	1.0575692	0.0633988	0.8835204	1.0267809	0.0844583	0.0243775	0.8919070	0.9839873	0.8141295	0.9016383	0.9960083	0.9298910	0.8605682	0.1982325	0.1813883	0.0123412	0.5842898	0.2310830	0.3994788	0.5971216	0.4696532	0.6557348	0.4425241	1.0252153	0.9798628	0.0000000	0.9839400	1.0723816	0.8240292	1.0030819
4	0.8810156	1.0569229	0.9542126	1.0255397	1.0331244	0.9893160	0.8346815	0.9632632	0.9757614	0.8850267	0.9632092	0.0641318	0.1306249	1.0275907	0.8389271	0.0000000	0.9967975	0.9417707	1.0227656	0.0000000	1.0005296	0.0562718	0.9008115	0.9950574	0.1156651	0.0517570	0.9362638	0.9307686	0.8024477	0.9399636	0.9668754	0.8981565	0.8722543	0.1888947	0.1984923	0.0470822	0.6053810	0.1901849	0.3508724	0.5492216	0.5198665	0.6534179	0.5311360	1.0266397	0.9624935	0.0000000	1.0204835	1.0478552	0.8015758	1.0437367
6	0.9030869	1.0860741	0.9633010	0.9567661	1.0358786	1.0368662	0.8657836	1.0029654	0.9608406	0.9053113	0.9222811	0.0814795	0.1461896	0.9970855	0.8020592	0.0000000	0.9727997	0.9797974	0.9879627	0.0000000	1.0125674	0.0924209	0.9102821	0.9418673	0.0903118	0.0752532	0.9124591	0.9445522	0.7800546	0.8950475	0.9867802	0.8819201	0.8162679	0.1829449	0.1865386	0.0499784	0.6210819	0.2385201	0.3932718	0.5460563	0.4533034	0.5960337	0.5412975	1.0730462	0.9460387	0.0229849	1.0203468	1.0728018	0.8616258	1.0498948
8	0.8968464	1.0282103	0.9872692	1.0599334	0.9925425	0.9659184	0.8794026	0.9964525	0.9847880	0.8428577	0.9821397	0.1130232	0.1877479	1.0254146	0.8029796	0.0028515	0.9962574	0.9674976	0.9895182	0.0000000	0.9734759	0.0239219	0.9097257	0.9581164	0.0772919	0.1095558	0.8980250	0.9555848	0.8033624	0.9714787	0.9913131	0.8814345	0.8843987	0.2259835	0.1913527	0.0203839	0.5911774	0.1960711	0.3805094	0.5408991	0.4413085	0.6438963	0.5266446	1.0778858	0.9305249	0.0352912	0.9532153	1.1168725	0.8532473	0.9870720
10	0.9250706	0.9990069	0.9335051	1.0679808	1.0004103	1.0464298	0.8601917	0.9915178	0.9939522	0.8737214	0.9655047	0.0980527	0.1419085	1.0070243	0.8025366	0.0144290	1.0126888	0.9510189	0.9676024	0.0146297	0.9703186	0.0674575	0.8964230	1.0073308	0.1273825	0.0684374	0.8759450	1.0288285	0.8345287	0.9621801	0.9945314	0.8831451	0.8577546	0.1924685	0.2211378	0.0426777	0.5654784	0.2261645	0.4340920	0.5723181	0.3970637	0.6196032	0.5546745	1.1476562	0.9351021	0.0000000	0.9720374	1.1022405	0.8055418	1.0174525

0	1.0784255	0.9968921	1.0095263	1.0568191	0.9856693	0.9025409	0.8535889	0.9330985	1.0253159	0.9122655	0.9738428	0.1287417	0.1564415	0.9701836	0.8257120	0.0121968	1.0594093	1.0648555	1.0528630	0.0370917	0.9607228	0.0336508	1.0496995	1.0647842	0.1332294	0.0793731	0.8674814	1.0333565	0.8822139	0.9785712	0.9814739	0.8368537	0.8989782	0.2504860	0.1894953	0.1095148	0.5799608	0.2644154	0.4606945	0.5033566	0.4521782	0.5238059	0.5363877	0.9948483	1.0199667	0.0180786	1.0168761	1.0390711	0.9020865	1.1036319
2	1.0690044	0.9625152	0.9995564	1.0800732	0.9300504	0.9265502	0.8930100	0.9901364	1.0650081	0.8690943	0.9869688	0.1615551	0.1604082	1.0084363	0.8550620	0.0306037	0.9503256	0.9171130	0.9784749	0.0021350	1.0031778	0.0737516	1.0721678	0.9998631	0.1489539	0.1017680	0.9809132	0.9155786	0.7798307	1.0104007	1.0180107	0.8454748	0.9054771	0.0575219	0.1949641	0.0188247	0.4829372	0.2380553	0.5855031	0.7049918	0.5218012	0.6728199	0.3835115	0.9811378	1.0586084	0.0000000	0.9493077	1.0760839	0.9266661	1.0665928
4	1.0620668	1.0047204	1.1330603	1.0440416	0.9923656	0.9155566	0.8572779	1.0058867	1.0440956	0.8557346	0.9753857	0.1577374	0.1701500	0.9902459	0.8702828	0.0393116	0.9954506	0.8847253	0.9853822	0.0363017	1.0873893	0.0815269	1.0419553	1.0047800	0.1387330	0.0479189	1.0088867	1.0309898	0.7616260	1.0054402	1.0047655	0.8568585	0.9030218	0.1202484	0.1645810	0.0087325	0.4364612	0.2437753	0.5111453	0.7205822	0.6150037	0.6985832	0.3833222	1.0098872	1.0502577	0.0000000	0.9918107	1.0653426	0.8304062	1.0161583
6	1.0168824	1.0225929	1.0979517	1.0533715	1.0108581	0.9007401	0.9509231	0.9692172	1.0544358	0.8565935	0.9979897	0.0792904	0.1406028	0.9535037	0.8644991	0.0540449	0.9764932	0.9848933	1.0081049	0.0435184	1.0803784	0.0724373	1.0110405	0.9753458	0.0782791	0.0353074	0.9753903	0.9968350	0.7814241	0.9988122	1.0198790	0.8859535	0.9069074	0.1572587	0.2148809	0.0000000	0.4657005	0.2282290	0.4544150	0.7534507	0.5804920	0.6295468	0.3646547	1.0325878	1.0532290	0.0088297	0.9531013	1.0591001	0.8586437	0.9768679
8	1.0350997	0.9649885	1.0860046	0.9977894	0.9609217	0.9181120	0.8827340	1.0312331	1.0341319	0.8576284	0.9348582	0.1161677	0.1663601	1.0151413	0.8399878	0.0501732	0.9708818	0.9684467	1.0210793	0.0012999	1.0177061	0.0571672	1.0630516	1.0384986	0.1326045	0.0420901	1.0032041	0.9966907	0.7532598	0.9961934	1.0710653	0.8706209	0.8649926	0.1648535	0.1896367	0.0117377	0.4823322	0.2753350	0.4838176	0.6907617	0.5596308	0.7047749	0.4043393	1.0064578	1.0124653	0.0181720	0.9101545	1.0399454	0.9456076	0.9581406
10	1.0363856	0.9487285	1.0727178	1.0186598	0.9461906	0.9568166	0.8692150	1.0309945	1.0108591	0.8796398	0.9689136	0.1131162	0.1955762	0.9403119	0.8729130	0.0429851	0.9587405	0.9438201	0.9957000	0.0000000	1.0118460	0.0658136	1.0612442	1.0005064	0.1160829	0.0938652	0.9938622	0.9875292	0.7208816	0.9700397	1.0343012	0.8447617	0.8613666	0.1628398	0.1707877	0.0000000	0.4326936	0.2379298	0.4714536	0.6788463	0.5428611	0.6449242	0.3615705	1.0099691	0.9921792	0.0126801	0.9785965	1.0321299	0.8801959	0.9713069

0	1.0220359	0.9958191	1.0316203	1.0093441	0.9957182	0.9495845	0.8476376	0.9593302	1.0149637	0.9114307	0.9561594	0.1385481	0.1736711	1.0103341	0.8124575	0.0000000	1.0875825	1.1099519	1.0704698	0.0000000	0.9486243	0.0618196	1.0205581	1.0410871	0.1568376	0.0951217	0.8976032	1.0065306	0.8997734	0.9392184	0.9336493	0.7978602	0.8736641	0.2283367	0.2075609	0.1116402	0.6054246	0.2491446	0.4115530	0.4067077	0.4621589	0.5548189	0.5616788	0.9612684	1.0124616	0.0000000	1.0485719	1.0577165	0.8534610	1.0727487
2	1.0297471	0.9807041	0.8234253	0.9641522	1.1041607	0.9214717	0.8505404	0.9722762	0.9527674	0.8248161	1.0458192	0.1181383	0.1228419	1.0235144	0.8709480	0.0445000	0.9577067	1.2040062	0.9935344	0.0090769	0.9555367	0.0858916	0.9754476	1.0412330	0.0773333	0.0505170	0.9519096	1.0303635	0.8277588	1.0772795	0.9946608	0.8393626	0.9363385	0.2849729	0.1735362	0.0201331	0.4656534	0.3149575	0.2567931	0.4249375	0.3805881	0.5311890	0.5261014	0.9918001	0.9593913	0.0429558	0.9845447	1.0049620	0.9027871	0.9878762
4	0.9829096	0.9403041	0.7506809	0.9860733	1.0312598	0.9039607	0.8615917	0.9533087	0.9565400	0.8656051	1.0181386	0.0993878	0.1036457	1.0264240	0.8546460	0.0330335	1.0280034	1.1745303	1.0274036	0.0000000	0.9791743	0.0775907	0.9578251	1.0446723	0.1103703	0.0661524	0.8854822	1.0238791	0.8435988	0.9612442	0.9635579	0.9497321	0.9507178	0.3301236	0.1577489	0.0521345	0.5067767	0.3652858	0.1964326	0.4493927	0.3632588	0.5110446	0.5766566	0.9573648	0.9196061	0.0000000	0.9799039	1.0125027	0.8665808	1.0323177
6	1.0021412	0.9665454	0.6773526	0.9718734	1.0396406	0.9329300	0.8326151	1.0035253	0.9485534	0.8231771	1.0148709	0.1066262	0.1389884	0.9648312	0.8672892	0.0483724	1.0054276	1.1454750	0.9304013	0.0000000	0.9718375	0.0471609	0.9822592	1.0894284	0.0724272	0.0465550	0.8942841	1.0141442	0.8287540	1.0015789	0.9712230	0.8848425	1.0255589	0.2800541	0.2063995	0.0728792	0.5334770	0.2938734	0.2902919	0.4469869	0.3814306	0.5000102	0.5989867	0.9514061	0.8517287	0.0303726	1.0130946	0.9833292	0.8169875	0.9697765
8	1.0203703	0.9216135	0.6644174	0.9886997	1.0714288	0.8725654	0.8549223	0.9294227	1.0179282	0.8243637	1.0246232	0.1520340	0.0940799	1.0074932	0.8213141	0.0000000	1.0245874	1.1518260	0.9569595	0.0205752	0.9667147	0.0687877	0.9967373	1.0486102	0.0870733	0.0984370	0.9467225	1.0305342	0.8218156	0.9707838	1.0005704	0.8775207	1.0016068	0.2997167	0.2034131	0.0707965	0.5397190	0.3583804	0.2961653	0.4235232	0.3127470	0.4718363	0.5988483	0.9495653	0.9444434	0.0000000	1.0185937	1.0648265	0.8422784	0.9655530
10	1.0251669	0.9854098	0.7947553	0.9592028	1.1002406	0.8593898	0.7890179	0.9882558	0.9936628	0.7843124	0.9788558	0.0591991	0.1322393	0.9734458	0.8773371	0.0000000	0.9766078	1.1578580	0.9380390	0.0000000	0.9398188	0.0762722	0.9474758	1.0863870	0.0549044	0.1053836	0.9275421	1.0004189	0.8404493	1.0251495	1.0040188	0.8810151	1.0112583	0.3101818	0.1788758	0.0500665	0.5470232	0.3199650	0.2381867	0.4347811	0.3260741	0.5257432	0.5828952	0.9538885	0.9265229	0.0237861	0.9888248	1.0457020	0.8221557	0.9457042

0	1.0076601	0.9673790	0.9745654	1.0028229	1.0121330	0.9340335	0.8379699	0.9404460	1.0492943	0.9536343	0.9014245	0.1506057	0.1207638	1.0291389	0.8128156	0.0224326	1.0497143	1.0669345	1.0853455	0.0076186	0.9396150	0.0520083	1.0288189	1.0651722	0.1435353	0.0804491	0.9532299	0.9997686	0.9689901	1.0153002	0.9310473	0.8184152	0.8206750	0.2422476	0.1596213	0.0779993	0.5913988	0.3104217	0.3971876	0.4762072	0.4871974	0.5456824	0.5300574	0.9618151	0.9911902	0.0337455	1.0323567	1.0116352	0.9084558	1.0354942
2	0.9202220	1.0576380	0.8967367	1.0645534	1.1685651	0.9569894	0.8871457	1.0281132	0.9609581	0.8255971	1.0092053	0.1443455	0.1313669	1.0408507	0.7689637	0.0000000	1.0333373	0.9312933	1.0549154	0.0000000	0.9821356	0.0890180	1.0310241	1.0608623	0.1322052	0.0707805	0.8213727	1.0184879	0.7740417	0.9301397	0.9144463	0.8091332	0.8483026	0.2963575	0.1780360	0.0608474	0.4679987	0.2321085	0.3707853	0.4658883	0.3787116	0.5498410	0.6224780	1.0082931	1.0665129	0.0260575	0.9628291	1.1002104	0.9164964	1.0092745
4	0.9836774	1.0284572	0.8357948	1.0439469	1.1056089	0.9720333	0.8492382	0.9288962	0.9454663	0.8380715	1.0172817	0.1438609	0.1659077	1.0703244	0.7834468	0.0203115	1.0384609	0.9357458	1.0064071	0.0000000	0.9561968	0.0972364	1.1058090	1.0744086	0.1302521	0.0769683	0.8483055	1.0074712	0.7386310	0.9033851	0.8624699	0.8322450	0.8912809	0.2969413	0.2721601	0.0565117	0.4790715	0.2262705	0.3349776	0.4622476	0.3703220	0.5350046	0.5625434	1.0747518	1.0404526	0.0547507	0.9651502	1.0936605	0.9517608	0.9420590
