"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
4	0.8984077	0.9744556	0.0383347	0.0467576	1.0023441	0.5837754	0.0977787	0.8305901	0.2318239	0.7857194	0.0000000	0.3131423	0.4712272	1.0259604	0.6201667	0.0244789	0.9054416	0.9280119	0.8640894	0.2165688	0.0517214	0.0152790	0.8963983	1.0461907	1.0253360	0.3445560	0.9984919	0.9269195	0.0174652	0.9223624	0.9614344	0.9115232	0.1796996	0.9480702	0.5257861	0.0000000	0.6163083	0.7386747	0.4594970	0.7838301	0.9430582	1.0767188	0.0268629	0.5057218	0.4438676	0.0364665	0.4854715	0.8091645	1.0053804	0.0332327
6	0.8989482	0.9518581	0.0000000	0.0556291	0.9756028	0.6076204	0.0533999	0.8328617	0.2613342	0.7617987	0.0000000	0.3032955	0.5233019	1.0457727	0.5848393	0.0279684	0.9562688	0.8758100	0.7988557	0.2226469	0.1089678	0.0240942	0.8732213	1.0538073	1.0458752	0.3488680	0.9785898	0.9224563	0.0373914	0.8898254	0.9616598	0.9744490	0.2292024	0.9655278	0.5282957	0.0375845	0.5813647	0.7675056	0.4753493	0.7832879	0.9180166	1.0644950	0.0399247	0.4234566	0.4624034	0.0489696	0.4786222	0.8160410	0.9890920	0.0000000
8	0.8548500	0.9715460	0.0018498	0.0748287	1.0386494	0.6294319	0.0266050	0.7956649	0.3297804	0.8239321	0.0000000	0.2875360	0.4582262	1.0742637	0.5988982	0.0373280	0.9380549	0.8826044	0.8546408	0.1754283	0.0968489	0.0000000	0.8759156	1.0415312	1.0305306	0.3147661	1.0105551	0.8908426	0.0494851	0.8728479	0.9977466	0.9873076	0.2104788	0.9666643	0.5277587	0.0451463	0.5736948	0.7808071	0.4283981	0.7707121	0.9464937	1.0490330	0.0033281	0.5330623	0.4109238	0.0105784	0.4604317	0.8351966	0.9713005	0.0059948
10	0.9168933	0.9946458	0.0023234	0.0376935	1.0040261	0.5839755	0.0291562	0.8415123	0.2927120	0.8077875	0.0366283	0.3197122	0.5280990	1.1056380	0.6199031	0.0519868	1.0283397	0.8660586	0.8849953	0.2473807	0.0771762	0.0000000	0.8480079	0.9737885	1.0048175	0.3244239	1.0378102	0.8740848	0.0294254	0.8985881	0.9522363	1.0358256	0.1771994	0.9740518	0.5149027	0.0000000	0.5878538	0.6915234	0.4552148	0.7894820	0.9059932	1.0755868	0.0432321	0.5075042	0.4314022	0.0536551	0.4644495	0.7668221	0.9788538	0.0258484

0	1.0155407	1.0095752	0.0000000	0.0465718	1.0278844	0.6288702	0.1375811	0.6718603	0.3543678	0.8487782	0.0045683	0.5548915	0.6337935	1.0624728	0.5137425	0.0561970	0.9183058	1.0540066	1.0109503	0.1316118	0.0994732	0.0097448	0.9477718	1.0721949	0.9905346	0.3320243	0.9136185	0.9117778	0.0598727	0.9418928	1.0043977	0.9643058	0.3247999	0.9603538	0.4821241	0.0128645	0.5196328	0.8877661	0.5257770	0.7159979	0.9150700	0.9383267	0.0588739	0.5041824	0.5741151	0.0380120	0.4138769	1.0401119	1.0840193	0.0156055
2	0.9732740	1.0136642	0.0274026	0.0804301	1.0971971	0.5992932	0.0584139	0.8719076	0.2747591	0.8500311	0.0000000	0.7138854	0.4559374	1.0311381	0.5607490	0.0528940	1.0259360	1.0756340	1.0638700	0.1785608	0.0571122	0.0082183	1.0269369	0.9905433	0.9204850	0.3128547	1.0269433	0.9393175	0.0151979	0.8926189	0.9942621	1.0244914	0.2518165	1.0479338	0.5503989	0.0000000	0.6207043	0.9582247	0.5065756	0.7332170	1.0013945	0.9847961	0.0660144	0.5024858	0.5539213	0.0299652	0.4710893	1.0811401	1.0639489	0.0223090
4	0.9502468	1.0329339	0.0381863	0.0769848	1.0381413	0.6029432	0.0786010	0.8452145	0.1941905	0.8607806	0.0100505	0.6813971	0.5392193	1.0681651	0.5510745	0.0528112	0.9765765	1.1315612	1.0519519	0.1625066	0.0787809	0.0230241	1.0284589	0.9965250	0.9468679	0.3909680	1.0360206	0.9473637	0.0315036	0.8867115	0.9953309	1.0193127	0.2554185	1.0012223	0.6026695	0.0202277	0.5843921	0.9116801	0.4406970	0.7700578	1.0057267	0.9890408	0.0443304	0.4505781	0.5314666	0.0342842	0.4797520	1.0432611	0.9935719	0.0657538
6	0.9969688	0.9659523	0.0207182	0.0830356	1.0078618	0.6289911	0.0586210	0.8349353	0.2717115	0.8828810	0.0000000	0.6887280	0.5851006	1.0908064	0.5872437	0.0207982	1.0488773	1.1383770	1.0103749	0.1686678	0.0822839	0.0005803	0.9838465	0.9648982	0.8923961	0.3828021	1.0166598	0.8951173	0.0334852	0.9415810	0.9671818	1.0029572	0.2348675	0.9867459	0.5951868	0.0000000	0.6089381	0.9759033	0.4213700	0.6796543	0.9539316	0.9660590	0.0312219	0.5278266	0.5454618	0.0756600	0.4328967	1.0049243	1.0453101	0.0574590
8	1.0293681	1.0040162	0.0000000	0.0742148	1.0429803	0.5894014	0.0576552	0.8066920	0.2809305	0.8442389	0.0000000	0.6700498	0.5762526	1.0676992	0.5463129	0.0356205	1.0262717	1.1291833	1.0406351	0.1210649	0.1054420	0.0477482	1.0305973	0.9688964	0.9350873	0.3636453	1.0272531	0.9249527	0.0058243	0.9383278	0.9766284	1.0170124	0.2215950	1.0632837	0.5837514	0.0000000	0.5501553	0.9361657	0.4247305	0.7367716	0.9831604	0.9771208	0.0245587	0.5413286	0.5274400	0.0000000	0.4766713	0.9869902	1.0928120	0.0264280
10	1.0046427	0.9847288	0.0000000	0.0690760	0.9528759	0.6430520	0.0988635	0.8470547	0.2251561	0.8542410	0.0000000	0.6972580	0.5795950	1.0321484	0.5167724	0.0132624	1.0239162	1.1073089	1.0756061	0.1733498	0.0210877	0.0202989	0.9880191	1.0269759	0.9025382	0.3504592	1.0319532	0.9384295	0.0000000	0.8842947	1.0333878	1.0276066	0.2252368	1.0282767	0.5675623	0.0000000	0.6221892	0.9095509	0.4431319	0.6981502	0.9531166	1.0155130	0.0484313	0.5138197	0.5296681	0.0158721	0.5185045	1.0649245	1.0717755	0.0372769

0	1.0596173	0.9562826	0.0010703	0.0319483	1.0069372	0.5992986	0.0830153	0.6790727	0.3707068	0.8846369	0.0378036	0.5329997	0.6232450	1.0074513	0.5253420	0.0000000	0.9722381	1.0497907	0.9554433	0.1622213	0.0401119	0.0233405	0.9552985	1.0486852	1.0018064	0.3910307	0.8822427	0.8800131	0.0038808	0.9008912	1.0058951	0.9921291	0.2828056	1.0427247	0.5152704	0.0115903	0.5726679	0.9022526	0.5065077	0.7252664	0.8999042	0.8691644	0.0365065	0.5103611	0.6284733	0.0218033	0.4123422	1.0712157	1.0539907	0.0708588
2	0.9958877	0.9436240	0.0000000	0.0357290	1.0532785	0.6518020	0.0952792	0.6339449	0.5562257	0.9124573	0.0000000	0.5011884	0.5635791	0.8813591	0.4877026	0.0337105	1.0750954	1.0438124	0.9688157	0.2235930	0.0801311	0.0011884	0.8793859	0.9689031	0.9786285	0.3675322	1.1571428	0.8755695	0.0120572	0.8914332	0.9768485	1.0457190	0.3472816	0.9528983	0.3424230	0.0311229	0.6088366	0.9450157	0.4301364	0.7886667	0.9641906	0.9934370	0.1256347	0.5281689	0.5161382	0.0580023	0.4551959	1.0992722	1.0114211	0.0000000
4	0.9207639	0.9592216	0.0000000	0.0632716	1.0312785	0.6019740	0.0576529	0.6004580	0.5494813	0.9139111	0.0000000	0.4976442	0.5184764	0.9447944	0.4603818	0.0278388	1.0572589	1.0751777	1.0013228	0.2171362	0.0778353	0.0366411	0.9027293	0.9409418	0.9686052	0.4226013	1.1367088	0.8609880	0.0640015	0.8752886	0.9375752	1.0822039	0.3435500	1.0044327	0.3760185	0.0000000	0.6374884	0.9142320	0.3918563	0.7740042	0.9518196	1.0250853	0.1371169	0.5763221	0.5070834	0.0840638	0.4619116	1.1271643	1.0098276	0.0034585
6	0.9697168	0.8898523	0.0128447	0.0729969	1.1009350	0.5414500	0.0904257	0.6014389	0.5471687	0.9160941	0.0179784	0.4645976	0.5246622	0.9087916	0.4728257	0.0696439	1.1007941	1.0551266	0.9800932	0.1539591	0.0534974	0.0289876	0.8752565	0.9671329	0.9756021	0.3602647	1.1627314	0.8340585	0.0204694	0.9228292	0.9947719	1.0335012	0.4110006	0.9837819	0.3634505	0.0000000	0.6311607	0.9164659	0.3707493	0.8167718	0.9903494	0.9589105	0.1920550	0.5286138	0.4925086	0.1208416	0.4976399	1.0732866	1.0116545	0.0398520
8	0.9361247	0.8918828	0.0000000	0.0780145	1.0757073	0.5729519	0.0758601	0.5951736	0.5517257	0.8987252	0.0175307	0.4462607	0.5290554	0.9246000	0.5125268	0.0200014	1.1039258	1.0687928	0.9368635	0.2550648	0.0851382	0.0000000	0.8707610	0.9623443	0.9843693	0.3210623	1.1975771	0.8468773	0.0000000	0.9461422	1.0457391	1.0125330	0.3715334	0.9920644	0.4068354	0.0133270	0.5953412	0.9364616	0.3764409	0.7470010	1.0151846	1.0189772	0.2094029	0.5419307	0.5189183	0.0856543	0.4997748	1.0951189	0.9922133	0.0100330
10	0.9455629	0.9020912	0.0006445	0.0309537	1.0975402	0.5851316	0.0603380	0.6094408	0.5262066	0.8566639	0.0000000	0.4365447	0.5987273	0.8439637	0.5209636	0.0000000	1.0666690	1.1120498	0.9080322	0.3030912	0.0877909	0.0548914	0.8394155	0.9684455	0.9995716	0.3624036	1.1535141	0.8017614	0.0349920	0.9305198	0.9954527	1.0499300	0.3675144	0.9880949	0.4057246	0.0525363	0.6235785	0.9275443	0.4251244	0.7508567	1.0142502	1.0143114	0.2139528	0.5324912	0.5577410	0.0921862	0.4774246	1.1342868	1.0351958	0.0757829

0	1.0526557	0.9342901	0.0485103	0.0980951	1.0081535	0.6151528	0.1161251	0.6832409	0.3297494	0.8793317	0.0467488	0.5097938	0.6064847	0.9936848	0.5517918	0.0420688	0.9829527	1.0851604	0.9709688	0.1708189	0.0766602	0.0132593	0.9570369	1.0657945	0.9804321	0.4043661	0.9077639	0.9329291	0.0428420	0.9101800	0.9797231	0.9587747	0.2722189	1.0016125	0.4573049	0.0124990	0.5954926	0.8803770	0.5199241	0.7255688	0.9676262	0.9044189	0.0332016	0.5223120	0.5956626	0.0434785	0.4193368	1.0832996	1.0891669	0.0000000
2	0.9907899	0.9566591	0.0196021	0.0860834	1.0454476	0.6358314	0.0302352	0.7493161	0.2827941	0.8634180	0.0000000	0.3143545	0.5685049	1.0161461	0.4779401	0.0560985	0.9204056	1.0098520	1.0163873	0.1888738	0.1124379	0.0093616	0.8306882	1.0405366	0.9703423	0.3008518	1.0476091	0.8775335	0.0201478	0.8234691	1.0339353	1.1004563	0.2544860	1.0113489	0.5823058	0.0298125	0.5864243	0.8847820	0.4399948	0.7914272	0.8632438	1.0538228	0.0347029	0.5096652	0.4484739	0.0186009	0.4627270	0.9276332	0.9817836	0.0000000
4	1.0323615	0.9735823	0.0000000	0.0765719	1.0850568	0.7268493	0.0301492	0.7156337	0.3351042	0.8798350	0.0294801	0.3989146	0.5614208	0.9546534	0.4629965	0.0778921	0.9537561	0.9322496	0.9769767	0.1980480	0.0509094	0.0083921	0.8321356	1.0380390	0.9679977	0.3160700	0.9910661	0.8675658	0.0523808	0.8628906	1.0647071	1.1042601	0.2494591	0.9401067	0.5653856	0.0000000	0.6029893	0.9066702	0.4720532	0.7627446	0.8990567	1.0381872	0.0690496	0.5494340	0.5105191	0.0528246	0.3882002	0.9006819	0.9669599	0.0137796
6	1.0686774	0.9824720	0.0110607	0.0509431	1.0805255	0.6571875	0.0434159	0.6928454	0.3931122	0.9491537	0.0000000	0.3498044	0.6301403	0.9807896	0.4798581	0.0777834	0.9625155	0.9061791	1.0209044	0.1661720	0.0532633	0.0555264	0.7813750	1.0738700	0.9601212	0.3360872	1.0797318	0.8574645	0.0095356	0.8623224	1.0544888	1.0527443	0.2454145	0.9769639	0.6130935	0.0000000	0.5950778	0.9087946	0.4173062	0.7852405	0.8515913	1.0129490	0.0543726	0.5157068	0.4808930	0.0771327	0.4399433	0.8247672	0.9590939	0.0358992
8	1.0366558	0.9819658	0.0139026	0.0653431	1.0210032	0.7276198	0.0420866	0.7397558	0.3402028	0.9060394	0.0000000	0.3750733	0.6124207	0.9254509	0.5209894	0.0369175	0.9585861	0.9433976	1.0145986	0.1761670	0.0826635	0.0516785	0.8671319	1.0515946	1.0127030	0.3722033	1.0527935	0.8725562	0.0671567	0.8467495	1.0257129	1.0218358	0.2454422	1.0034079	0.5952532	0.0239275	0.6138106	0.9539620	0.4368848	0.7580483	0.8750223	1.0808614	0.0785293	0.5474984	0.5249150	0.1000373	0.4607090	0.8476926	0.8736279	0.0000000
10	1.0312404	0.9673771	0.0163315	0.0735846	1.0618836	0.6827809	0.0291277	0.8320632	0.3871625	0.8604023	0.0246822	0.3549080	0.5544111	0.9122194	0.4923697	0.0705932	1.0247967	0.9962368	0.9520421	0.2168665	0.0658419	0.0000000	0.8663934	1.0150846	0.9816655	0.3685144	1.0023011	0.8863604	0.0273073	0.8924545	1.0269995	0.9971172	0.2895933	1.0027648	0.5892958	0.0000000	0.5696241	0.8909983	0.4583777	0.7927667	0.8666741	1.0424466	0.0473480	0.5182808	0.4886469	0.0681452	0.4542920	0.8338673	0.9013367	0.0313416

0	1.0297214	0.9568868	0.0337423	0.1072467	1.0508898	0.6192945	0.1064915	0.6871899	0.3605269	0.8575765	0.0000000	0.5762604	0.5399125	1.0260388	0.5158501	0.0448309	0.9532609	1.0547580	0.9926206	0.1522348	0.0621932	0.0000000	0.9115941	1.0655271	0.9671988	0.3492468	0.9298631	0.9331629	0.0415377	0.8634795	0.9725334	0.9867920	0.2573068	1.0066931	0.5054948	0.0000000	0.5902947	0.8285403	0.5341705	0.7213523	0.9637983	0.9037322	0.0534813	0.5354603	0.6330759	0.0229624	0.4322931	1.0171722	1.0620808	0.0650389
2	1.1195609	1.0430248	0.0544040	0.0595657	0.8864804	0.5718985	0.0736798	0.7458351	0.2279875	0.8165664	0.0315868	0.3589313	0.5308014	0.9938926	0.4159721	0.0000000	1.0092836	1.0286454	0.7507328	0.1201305	0.0677707	0.0000000	0.9416920	1.0584783	1.0609077	0.3498084	1.0460876	0.8607344	0.0000000	0.8945452	1.1895242	0.9340777	0.2842950	0.9999960	0.4731077	0.0000000	0.5803781	0.7401219	0.5245613	0.7891159	0.8896329	1.0216665	0.0000000	0.5770524	0.5473052	0.0430097	0.4865658	1.0040244	0.8880304	0.0112228
4	1.0293624	0.9844436	0.0000000	0.1057921	0.8945393	0.5694554	0.0623285	0.7409325	0.2352994	0.7561508	0.0093155	0.3006506	0.5031170	1.0040160	0.3659997	0.0694746	1.0754358	0.9498197	0.6609046	0.1876066	0.1014432	0.0000000	0.9181517	1.0666354	1.0865182	0.2910090	1.0899226	0.9317540	0.0418051	0.9229968	1.1591334	0.9301137	0.2670369	1.0042114	0.4922809	0.0000000	0.5910084	0.7749178	0.5401483	0.8527937	0.9015051	1.0566954	0.0418259	0.4995392	0.5108089	0.0085004	0.4769994	0.9734558	0.9201825	0.0316042
6	1.0603242	1.0103960	0.0000000	0.1033737	0.8449243	0.5643093	0.0636235	0.7041051	0.1958997	0.7861020	0.0095662	0.3341577	0.5497582	0.9763949	0.3597829	0.0588624	1.0507943	0.9376125	0.6098572	0.1715580	0.0372403	0.0000000	0.9191417	1.0589488	1.1192798	0.3673810	1.0477132	0.8934910	0.0052930	0.8914122	1.1254492	0.9440337	0.2422356	0.9775664	0.4683424	0.0276770	0.5601455	0.8430635	0.5351545	0.8429609	0.9214908	1.0028408	0.0346209	0.5763720	0.4899061	0.0287365	0.5404532	0.9694399	0.8858978	0.0452419
8	1.0704617	1.0266429	0.0000000	0.1098434	0.8488242	0.5561069	0.0321906	0.7216806	0.2061315	0.7802200	0.0204769	0.3684142	0.5303053	0.9843203	0.4191525	0.0296904	1.1226075	0.9357022	0.6861214	0.1421243	0.1119628	0.0415395	0.8561015	1.0596353	1.1020460	0.3497213	1.0578560	0.8613225	0.0000000	0.8794775	1.1219375	0.9347167	0.2657158	0.9993982	0.4383252	0.0070106	0.5603706	0.8116760	0.5177608	0.7818914	0.8793843	1.0460459	0.0276489	0.5810347	0.5028267	0.0307493	0.5175028	0.9217448	0.8789648	0.0000000
10	1.0612808	1.0086473	0.0106929	0.0872689	0.8836806	0.5792881	0.0843673	0.6496053	0.2072495	0.7761962	0.0326318	0.2916661	0.5170779	1.0182631	0.4231572	0.0686038	1.0587819	1.0023476	0.7811366	0.1617392	0.0977996	0.0314935	0.8696953	1.0521452	1.1486640	0.3620305	0.9820979	0.8455343	0.0000000	0.9153776	1.1770920	0.9940402	0.3040552	0.9916025	0.4361708	0.0193331	0.5835934	0.7533142	0.5103610	0.8327235	0.9726415	0.9435267	0.0000000	0.5312450	0.5365894	0.0473887	0.5922317	0.9605378	0.9728407	0.0325463

0	1.0591183	0.9893348	0.0186702	0.0385241	1.0414022	0.6164267	0.1746440	0.6685821	0.3267532	0.8838000	0.0200924	0.5083689	0.5639305	1.0337418	0.5496040	0.0651590	0.9329050	1.0020803	1.0062833	0.1477360	0.1013166	0.0101956	0.9530216	1.0923706	0.9771166	0.3390606	0.8775439	0.9498064	0.0494339	0.9427881	1.0151484	0.9220179	0.2565971	1.0045735	0.4599326	0.0000000	0.6023292	0.8459808	0.4654417	0.6928902	0.9962695	0.8827194	0.0479666	0.4834238	0.6183925	0.0494363	0.4251186	1.0096287	1.0934644	0.0000000
2	1.0750030	1.0687993	0.0430064	0.0145420	1.0165151	0.5972107	0.0755380	0.7675076	0.2071471	0.8097991	0.0640872	0.5749153	0.5169759	0.9946786	0.4794878	0.0920147	0.9839023	1.1024503	1.0511885	0.1922598	0.1322927	0.0239381	0.8931180	0.9607613	1.0048616	0.2874238	1.0406660	0.7503466	0.0015582	0.8321943	1.0616524	1.0023027	0.2686943	0.9243052	0.3724344	0.0212516	0.6716811	0.8737554	0.3926268	0.8122286	0.9286019	0.9423038	0.0377821	0.5207262	0.4696307	0.0350528	0.4849733	1.0033390	0.8828064	0.0367615
4	1.0125462	1.1252869	0.0000000	0.0613237	0.9339244	0.6027258	0.0485139	0.7469449	0.2317983	0.8201434	0.0599803	0.5607386	0.5228564	1.0775729	0.4868301	0.0700641	0.9998523	1.0652666	1.0574866	0.2689360	0.1183139	0.0561324	0.9314381	1.0067694	1.0319851	0.3553831	0.9987370	0.8220705	0.0904500	0.8570765	1.0140763	1.0235213	0.2350216	0.9635013	0.3610475	0.0081399	0.6579904	0.8347252	0.4330020	0.7908366	0.9780596	0.9516974	0.0995560	0.5024283	0.4411197	0.0171929	0.4445841	1.0300378	0.9487195	0.0280290
