"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
4	0.0340667	0.9921696	0.8818297	0.7849631	0.0468162	0.3160251	0.0306734	0.2220622	0.0716468	0.6434309	1.0573201	0.6452690	0.9582809	0.0548353	0.0168998	0.8110883	1.0436394	0.8987291	0.0096076	1.0101617	0.0467438	1.0241977	0.9560577	0.8757898	0.3425720	0.9681052	0.7162384	0.2487818	0.9990107	0.0566260	0.7450406	0.3864919	1.1816962	0.2458298	0.2763431	0.0502925	0.0252904	0.9466290	0.9675327	0.0321622	0.0434342	1.0504304	0.0836565	0.1858388	0.7418478	1.0666362	0.1421544	1.0509844	0.0643524	0.1766480
6	0.0626427	0.9444505	0.8676507	0.7740170	0.0616696	0.3259818	0.0712338	0.2077376	0.0798441	0.6119694	1.0386069	0.6952324	0.9507750	0.0459777	0.0159433	0.8107292	1.0301426	0.8957865	0.0328931	0.9872357	0.0517046	1.0088836	0.9549354	0.8640259	0.4060352	0.9895257	0.6930573	0.2294171	0.9954572	0.0000000	0.7340969	0.3510326	1.1537804	0.2518309	0.2899776	0.0742133	0.0000000	0.9878154	0.9573943	0.0365957	0.0000000	1.0666413	0.1315470	0.2394435	0.7578251	1.0591651	0.1273516	1.0094206	0.0352333	0.2236284
8	0.0123576	0.9856999	0.8832330	0.7463352	0.0719693	0.3046012	0.0064203	0.1618519	0.0325979	0.6208434	1.0614028	0.6481070	0.9453750	0.0185084	0.0288398	0.8431639	1.0143835	0.8584726	0.0000000	1.0250029	0.0877614	1.0104714	0.9119867	0.9043566	0.4017346	0.9595783	0.6961303	0.2631722	1.0139905	0.0000000	0.7050861	0.4211190	1.1316921	0.2285867	0.3277256	0.0253777	0.0253533	0.9889876	0.9765513	0.0310483	0.0000000	1.0763655	0.1479690	0.1993710	0.7766871	1.0455416	0.1103134	1.0174183	0.0384471	0.2304583
10	0.0354143	1.0287545	0.8817099	0.7579223	0.0217052	0.3248690	0.0597420	0.1522187	0.0474473	0.6097189	1.0162305	0.6411736	0.9409752	0.0706418	0.0230699	0.7453503	1.0082163	0.9144197	0.0000000	1.0027825	0.0685999	1.0448691	0.9579503	0.9364564	0.3710277	1.0081994	0.7032323	0.2417757	0.9623311	0.0400998	0.7393335	0.3336549	1.1211582	0.2617358	0.2747620	0.0200001	0.0192970	0.9702189	1.0233029	0.0363990	0.0000000	1.0815793	0.0638273	0.1752271	0.7422305	1.0423256	0.1061920	1.0634187	0.0775586	0.2249099

0	0.0000000	0.9588085	1.0574136	0.8384444	0.0410579	0.2616020	0.0575844	0.2442962	0.0000000	0.6185243	1.0869901	0.6186868	0.9287260	0.0522119	0.0540958	0.9252489	0.9671225	0.8914962	0.0102643	1.0226290	0.0120534	0.9640501	0.9377041	0.9006051	0.3251473	0.9443961	0.6925439	0.5974842	0.9669247	0.0140848	0.7973744	0.3762357	1.0646164	0.2440954	0.2707775	0.0689926	0.0027733	1.0079088	0.9927082	0.0601710	0.0451381	1.0940949	0.1111375	0.2652577	0.8252881	1.0239632	0.0944994	0.9544223	0.0908384	0.2737057
2	0.0475566	0.9888937	1.0795782	0.7526630	0.0151063	0.2772853	0.0156785	0.1552506	0.0771074	0.4259513	0.9486163	0.5836469	0.9965247	0.0452409	0.0647798	0.9207223	0.8709113	0.8137669	0.0196645	1.0391608	0.0513968	0.9176128	0.9569025	0.9188114	0.3048313	0.9021819	0.7366485	0.5356495	0.8965287	0.0244549	0.7854572	0.3211006	0.9929713	0.1449033	0.2296482	0.0523306	0.0444986	1.0494010	0.9705338	0.0299157	0.0010733	1.0076179	0.0967389	0.2392000	0.8803404	0.9031990	0.1063109	0.8996096	0.0687911	0.2595551
4	0.0923642	1.0181506	1.0005075	0.8490909	0.0156852	0.3779462	0.0086196	0.1426330	0.0856481	0.4000635	0.9625441	0.5838977	0.9827834	0.0722702	0.0755161	0.8904375	0.9359906	0.8658788	0.0418637	1.0462092	0.0442033	0.9052008	0.9403026	0.9501940	0.3578671	0.8954942	0.6711698	0.5495234	0.8292488	0.0533019	0.8141085	0.3500181	0.9587943	0.2032169	0.3093483	0.0672730	0.0241523	0.9215100	1.0376162	0.0163805	0.0000000	1.0580941	0.1527843	0.2657963	0.8054186	0.9332793	0.0946454	0.8798165	0.0000000	0.2864385
6	0.1082606	1.0249344	0.9530914	0.8326949	0.0806349	0.3205791	0.0000000	0.2218779	0.0252413	0.5209241	1.0279576	0.6643698	1.0168430	0.0253863	0.0296427	0.9752581	0.8985578	0.8815946	0.0048220	0.9944957	0.0728646	0.8557960	0.9373282	0.9661147	0.3740940	0.8642326	0.6947477	0.5106426	0.8490772	0.0239791	0.8634886	0.2676372	0.9406985	0.1796493	0.3790934	0.0491693	0.0595208	0.8938844	1.0106001	0.0827280	0.0159934	1.0605845	0.1554908	0.2698406	0.8455641	0.9355209	0.0762272	0.9119701	0.0649494	0.2518669
8	0.0384236	1.0212963	0.9286044	0.8289141	0.0000000	0.3068295	0.0300733	0.1805251	0.0510772	0.4252861	1.0358332	0.6381068	0.9083512	0.0638864	0.0472249	0.9627081	0.8608760	0.8291442	0.0241167	1.0027967	0.0534429	0.8693318	1.0048970	0.9628271	0.3799488	0.9127701	0.6741988	0.5701797	0.8258924	0.0280551	0.7867855	0.3379287	0.9793211	0.1517904	0.3802987	0.0175693	0.0129145	0.8964955	1.0163510	0.0405811	0.0027789	1.1014082	0.0763224	0.2463891	0.8672028	1.0043843	0.0844620	0.9395731	0.0401361	0.2501965
10	0.0670485	1.0165856	0.9774146	0.8318314	0.0277253	0.3319629	0.0273654	0.1651279	0.0424000	0.4051260	1.0288508	0.6875349	1.0441907	0.0560461	0.0402858	0.9628845	0.8571666	0.8045517	0.0000000	1.0587954	0.0466268	0.8773524	0.9630050	0.9008679	0.3445456	0.8589244	0.6416914	0.5214988	0.8020320	0.0284763	0.8133236	0.3479267	0.9261397	0.2085777	0.3939114	0.0196006	0.0000000	0.8936191	0.9988404	0.0168307	0.0341147	1.0534891	0.1419607	0.1971597	0.7873232	0.9964309	0.0834136	0.9174097	0.0520950	0.2777290

0	0.0595572	0.9832653	1.1019655	0.8287636	0.0596651	0.2919795	0.0046335	0.1930812	0.0172008	0.5884947	1.0814121	0.6760139	0.8668560	0.0527784	0.0261139	0.8491271	0.9465248	0.9221609	0.0025230	1.0717016	0.0284585	0.9545423	0.9334502	0.9425189	0.3833048	0.9652534	0.7017200	0.5819456	1.0070210	0.0000000	0.7739869	0.3733839	1.0546515	0.2353175	0.2713328	0.0503766	0.0015637	1.0273990	1.0010488	0.0543134	0.0728835	1.1125805	0.1452375	0.2673154	0.8110101	1.0045458	0.0943811	0.9400472	0.0289055	0.2227698
2	0.0277823	1.0373283	0.9212540	0.7114942	0.0312459	0.3270059	0.0220080	0.1944373	0.0629849	0.6443721	1.0136393	0.6592579	1.1801840	0.0742131	0.0000000	0.8472998	0.9245218	0.8901344	0.0192868	0.8527356	0.0656735	0.9552495	0.8581139	0.9435873	0.3069269	0.9825767	0.6525214	0.7200735	1.0597795	0.0000000	0.7197207	0.4111824	0.9538542	0.2115091	0.2930911	0.0585972	0.0227313	1.0992185	1.0674518	0.0451464	0.0000000	0.9849876	0.1124889	0.1858177	0.8011051	0.9938839	0.0833725	1.0182891	0.0550636	0.1670894
4	0.0274573	1.0402606	0.9325116	0.7443671	0.0360641	0.3200087	0.0680263	0.2546244	0.0464230	0.5874589	1.0430550	0.6844230	1.1326600	0.0573959	0.0000000	0.8462897	0.9329142	0.8677457	0.0197701	0.7682105	0.0761513	0.9692455	0.9106325	0.8949621	0.2708891	1.0076137	0.6728932	0.6699524	1.0626791	0.0020428	0.6365690	0.3889110	0.9946541	0.1966472	0.2217835	0.0269188	0.0420545	1.1083900	1.0864358	0.0271958	0.0573144	0.9535567	0.0855819	0.1698845	0.7787496	0.8984674	0.1143991	1.0337194	0.0568338	0.1980676
6	0.0000000	0.9902744	0.8764424	0.7232514	0.0006403	0.3129662	0.0452118	0.2281820	0.0708418	0.6267834	1.0665331	0.6866183	1.2037579	0.0391015	0.0021395	0.8494623	0.9178019	0.8694607	0.0000000	0.6555794	0.0391364	0.9672647	0.8958946	0.9039130	0.3187631	1.0211730	0.6857867	0.6662121	1.0060397	0.0000000	0.6361094	0.3903309	0.9648048	0.1916070	0.2604060	0.0590423	0.0537926	1.0506079	1.0776674	0.0444139	0.0423105	0.9159144	0.0965305	0.1824038	0.7811447	0.9337924	0.0650128	1.0845853	0.0862605	0.1612533
8	0.0522703	1.0037346	0.9446975	0.7498645	0.0164560	0.2844261	0.0934478	0.2017019	0.0824594	0.6479880	1.1052826	0.6239488	1.1673878	0.0322845	0.0333915	0.8526716	0.9718253	0.8845647	0.0283854	0.7935577	0.0910950	0.9380603	0.8717289	0.9154394	0.3012720	1.0288766	0.7168262	0.6518702	0.9988732	0.0656725	0.6541903	0.4680892	0.9705163	0.2139551	0.2697375	0.0646390	0.0000000	1.1159780	1.0742557	0.0416673	0.0456551	0.9217244	0.1350089	0.1436229	0.8415699	0.9795429	0.1233250	1.0526095	0.0413937	0.2146683
10	0.0643925	0.9845954	0.9660780	0.7650005	0.0601925	0.3009403	0.0560034	0.2122878	0.0591366	0.6356641	1.0460692	0.6190028	1.1370148	0.0371523	0.0147038	0.8307715	0.9146955	0.8667557	0.0000000	0.7241602	0.0541971	0.9580922	0.9272483	0.9165776	0.2915347	0.9275489	0.7170112	0.6297814	0.9760906	0.0000000	0.6715311	0.3966245	0.9828842	0.1935419	0.2288119	0.0392853	0.0680643	1.0667352	1.0899925	0.0396414	0.0409802	0.9571616	0.1040340	0.1437543	0.7307291	0.9921489	0.1214359	1.0281893	0.0591302	0.2125667

0	0.0000000	1.0040869	1.0505396	0.8301396	0.0586632	0.3120550	0.0094058	0.2053884	0.0343979	0.5663489	1.0618829	0.6134712	0.8565758	0.0887253	0.0618008	0.8740428	0.9104106	0.9320261	0.0000000	1.0671428	0.0748013	0.9434746	0.9711369	0.9736136	0.2857623	0.9325035	0.6769078	0.5738187	1.0047174	0.0431216	0.7391258	0.3847271	1.0890294	0.2479528	0.2517817	0.0538306	0.0304795	1.0245333	1.0534791	0.0277992	0.0156199	1.1571671	0.1155324	0.2211672	0.8403716	1.0058767	0.0393035	0.9310785	0.0692589	0.2558851
2	0.0454928	1.0716473	1.0834130	0.7656194	0.0385369	0.2771041	0.0547012	0.2666494	0.0668154	0.7831639	0.9745786	0.5735139	1.0566293	0.0042944	0.0650853	0.8219533	0.9933709	0.9095653	0.0324777	0.9268704	0.0785020	1.0017870	1.0101822	0.8456480	0.3275608	1.0000536	0.7374946	0.3845252	1.0036424	0.0033103	0.7609202	0.3167078	1.0397376	0.2027829	0.2833660	0.0177946	0.0076762	0.9558949	0.9824483	0.0287546	0.0011494	0.9276469	0.1222956	0.1464059	0.7795358	0.9469994	0.0759881	0.9115544	0.0452066	0.1815305
4	0.0305464	1.1277415	1.0664159	0.7568811	0.1022350	0.2792657	0.0000000	0.2571304	0.0482179	0.8077268	1.0084645	0.6021865	1.1082987	0.0150894	0.0043708	0.8045075	1.0153902	0.8901218	0.0226974	0.9576543	0.0751402	0.9736359	1.0044979	0.8985420	0.4317510	0.9649634	0.7351479	0.3906647	0.9847935	0.0021183	0.7721661	0.3230515	0.9905037	0.2825242	0.2859853	0.0462886	0.0000000	0.9003121	0.9611610	0.0000000	0.0000000	0.9289964	0.1323031	0.1338553	0.7948967	0.9279393	0.1096183	0.9056451	0.0148257	0.2033030
6	0.0801454	1.1307468	1.0319718	0.7879064	0.0425004	0.2887059	0.0321872	0.2570372	0.0548033	0.8290315	1.0013279	0.6541731	1.0986992	0.0207009	0.0558354	0.7797414	0.9983818	0.9007487	0.0000000	0.9838704	0.0860816	0.9289295	1.0294537	0.8395654	0.4466191	1.0069318	0.6960749	0.3626925	0.9857861	0.0011547	0.7834088	0.3076989	1.0368834	0.2535592	0.2228672	0.0022560	0.0621852	0.8757717	0.9939546	0.0292468	0.0000000	0.8917058	0.1154663	0.1040002	0.7744856	0.9462767	0.0683489	0.8947332	0.0429120	0.1963757
8	0.0622697	1.1245272	1.0842872	0.7740193	0.0297952	0.3004752	0.0112796	0.2156843	0.0732109	0.8207830	0.9934492	0.5602705	1.2155769	0.0502451	0.0435734	0.7488651	0.9646303	0.9219320	0.0219059	0.9467752	0.0680881	0.9494751	0.9886313	0.9105407	0.3824482	1.0129089	0.7046873	0.3621049	0.9963048	0.0000000	0.7661249	0.3322461	1.0603112	0.1936434	0.2929846	0.0121243	0.0000000	0.8625980	0.9911616	0.0537607	0.0008657	0.9101254	0.0941006	0.0985236	0.7505488	0.9376292	0.0849629	0.9119796	0.0934328	0.1925771
10	0.0424332	1.0726413	1.0773956	0.7765538	0.0365651	0.2783204	0.0451735	0.2555261	0.0533221	0.8556856	0.9867682	0.6082139	1.1004780	0.0118789	0.0654102	0.7406170	1.0092182	0.8829301	0.0000000	1.0403900	0.0425472	0.9546174	0.9533933	0.8930678	0.4218260	1.0474970	0.7153403	0.3360713	0.9821588	0.0164136	0.7675730	0.3691623	1.1111804	0.2065234	0.2941639	0.0174692	0.0071060	0.8317602	0.9698601	0.0078200	0.0472031	0.9083319	0.1013635	0.1375948	0.7941827	0.9701960	0.1068294	0.9342270	0.0309794	0.2439985

0	0.0467466	0.9543839	1.0241170	0.7954901	0.0733535	0.2996445	0.0247453	0.2034805	0.0324675	0.6010579	1.0454590	0.6424651	0.8482296	0.0342664	0.0624874	0.8687025	0.8968703	0.9396210	0.0106301	1.0853866	0.0663203	0.9899301	0.9570604	0.8980295	0.2728590	0.9654302	0.6947772	0.5988054	0.9917589	0.0035735	0.7608443	0.3870893	1.0281848	0.2685085	0.2724532	0.0162760	0.0060621	1.0585426	1.0052470	0.0512020	0.0126156	1.0818500	0.1050027	0.2005502	0.8351343	0.9991216	0.0828369	0.9956032	0.0480064	0.3086124
2	0.0068421	1.1064561	1.0458538	0.7284400	0.0561547	0.3123216	0.0340031	0.2677977	0.1053524	0.5809939	1.0704723	0.5665144	0.9445371	0.0468341	0.0625518	0.9050256	1.0225805	0.8767432	0.0000000	1.0186151	0.0099199	1.0287499	0.8618711	0.8559989	0.3986450	0.9010222	0.6693619	0.6364798	1.0324221	0.0000000	0.7472357	0.3561586	0.9713335	0.1723617	0.2524185	0.0328591	0.0000000	0.9730949	1.0533965	0.0010773	0.0451859	0.9598678	0.0604092	0.2124453	0.7440758	0.9516139	0.1221509	1.0072978	0.0399292	0.2603562
4	0.0000000	1.0683680	1.0692651	0.7236578	0.0327391	0.3251189	0.0792480	0.2441222	0.0715908	0.5946826	1.0105418	0.5427211	0.9826578	0.0460364	0.0686887	0.9540702	1.0276531	0.8311254	0.0000000	0.9991441	0.0086141	0.9995616	0.8955659	0.8270239	0.3967717	0.9582154	0.7014662	0.6158079	1.0012371	0.0131531	0.7457655	0.3517637	0.9582511	0.1565612	0.2572974	0.0292497	0.0000000	0.9784005	1.0360732	0.0582877	0.0365466	0.9766071	0.0816538	0.2258348	0.7605464	0.9295365	0.1082762	0.9799060	0.0166171	0.2481778
6	0.0000000	1.0138543	1.0160840	0.7246195	0.0113252	0.3237333	0.0378026	0.2577975	0.0311358	0.5602953	1.0072198	0.5902227	0.9148792	0.0295052	0.0662657	0.9060188	1.0038250	0.8930625	0.0000000	0.9517936	0.0277214	1.0198492	0.9181212	0.9335445	0.4112621	0.9259672	0.6659132	0.7039996	1.0654917	0.0195853	0.7311287	0.3266518	0.9437769	0.2200440	0.2617407	0.0517234	0.0000000	1.0063607	1.0362097	0.0432768	0.0239705	0.9534329	0.1018588	0.2480829	0.7754781	0.9892413	0.1041009	0.9220317	0.0508955	0.2215323
8	0.0000000	1.1090793	1.0026946	0.7443635	0.0342953	0.3105915	0.0374613	0.2013429	0.0368364	0.5633762	1.0623149	0.5820647	0.9085458	0.0121201	0.0556399	0.9455709	0.9526626	0.8526811	0.0071345	0.9644617	0.0276656	1.0278399	0.8910706	0.8870678	0.4403909	0.9606982	0.6639277	0.6321816	1.0500015	0.0110682	0.7281076	0.2988633	0.9517783	0.2024825	0.2422391	0.0657234	0.0058539	0.9977900	1.0353914	0.0361195	0.0079296	0.8721736	0.0952047	0.2238445	0.7545460	0.9621410	0.0955262	0.9715535	0.0339390	0.2371720
10	0.0186707	1.0425562	0.9922936	0.8180480	0.0300014	0.3024060	0.0651759	0.2172701	0.0397912	0.5901941	1.0335647	0.5961054	0.9016736	0.0701054	0.0411952	0.9586134	1.0124984	0.8511489	0.0128611	0.9555925	0.0600868	1.0070941	0.8648789	0.8801632	0.3784612	0.9319112	0.6472439	0.6322402	1.0340200	0.0489218	0.7641808	0.3438073	0.9909255	0.2119861	0.2705675	0.0079748	0.0539454	0.9627557	1.0189681	0.0106977	0.0039532	0.9448863	0.0721411	0.2301796	0.7578524	0.9027795	0.1470780	0.9950754	0.0289492	0.2142826

0	0.0000000	0.9906751	1.0676413	0.7862698	0.0762227	0.2919245	0.0867942	0.2312959	0.0174392	0.5732623	1.0626485	0.6649565	0.8823151	0.0000000	0.0280943	0.8498588	0.9056502	0.9614508	0.0152584	1.0634016	0.0199263	0.9880127	0.9886133	0.9765255	0.3043199	0.9243303	0.6861291	0.6372069	0.9713973	0.0413555	0.7504283	0.3567417	1.0319765	0.2557089	0.2508609	0.0331835	0.0000000	1.0485616	1.0015772	0.0880189	0.0383414	1.1103870	0.1296630	0.2157766	0.8368397	1.0247318	0.1249339	0.9585470	0.0516084	0.2991083
2	0.0646134	0.9858730	0.9452169	0.8333055	0.0000000	0.2962255	0.0014194	0.1627226	0.0476558	0.5967054	0.9633259	0.6684973	0.8957257	0.0005105	0.0444466	0.8021927	0.9576744	0.7908065	0.0126499	0.9308585	0.0873822	1.0549104	0.9580404	0.8658272	0.2548756	1.0801062	0.7614115	0.4397237	1.0306099	0.0239098	0.6851197	0.3412990	1.0125861	0.2688939	0.3191695	0.0000000	0.0217000	1.0219307	0.9525309	0.1026755	0.0000000	0.9213137	0.1176099	0.2018639	0.8683546	0.9453592	0.0932981	1.0074712	0.0951575	0.2298682
4	0.0214737	0.9725563	1.0140938	0.7756486	0.0089765	0.2850455	0.0195765	0.2398949	0.0515350	0.6122135	0.8700423	0.6861723	0.9165390	0.0287304	0.0319401	0.7845392	1.0281382	0.8245935	0.0202249	0.8707727	0.0274190	1.0745971	0.9335783	0.8860125	0.2961751	1.1896554	0.7695654	0.4280121	1.0696783	0.0208398	0.6526350	0.3479098	1.0081622	0.2681146	0.3341758	0.0086197	0.0071946	1.0410044	0.9362885	0.0469387	0.0292187	0.9297612	0.1390675	0.1950476	0.7858145	1.0000193	0.0759179	1.0503368	0.1032588	0.2064361
6	0.0230487	0.9075785	1.0052500	0.7493664	0.0533321	0.3390550	0.0314118	0.2411650	0.0800706	0.6012296	0.9275341	0.7969416	0.8500806	0.0470785	0.0323441	0.7459120	0.9545694	0.8033469	0.0000000	0.8539707	0.1016174	1.1082718	0.8722532	0.8927179	0.3183059	1.0678572	0.7646340	0.4196884	1.0214024	0.0000000	0.6526349	0.3417410	1.0160811	0.2341930	0.3055047	0.0261398	0.0099438	1.0052428	0.9774524	0.0107859	0.0532221	0.8742592	0.1431048	0.1939158	0.7797952	0.9656159	0.1135920	1.0264929	0.0721122	0.1537686
8	0.1073361	0.9696546	1.0152537	0.7435628	0.0062764	0.3275793	0.0141278	0.2186451	0.0818810	0.6156562	0.8617364	0.7039623	0.8511014	0.0821088	0.0115887	0.7809899	0.9292503	0.8027121	0.0141812	0.8631744	0.1079208	1.0748633	0.8944786	0.8608091	0.3315623	1.1127861	0.8027120	0.3759276	1.0484961	0.0000000	0.7164326	0.3542225	1.0381351	0.2160682	0.3148747	0.0349753	0.0074450	1.0345758	0.9796426	0.0326034	0.0000000	0.8856961	0.1607008	0.2057107	0.7714130	1.0037823	0.0499435	1.0092773	0.0496371	0.1977471
10	0.0531156	0.9975676	1.0275244	0.7260611	0.0497897	0.3024452	0.0050333	0.2257461	0.0937907	0.6733731	0.8834154	0.7134720	0.8822704	0.0481020	0.1009412	0.7447720	0.9879470	0.8093631	0.0191304	0.9335686	0.0947865	1.0696744	0.8671426	0.9047892	0.3445549	1.1793152	0.7886656	0.3943255	1.0491229	0.0111031	0.6570281	0.3750884	1.0129577	0.2161929	0.3012244	0.0357493	0.0127837	0.9798596	0.9400310	0.0277302	0.0040127	0.9375113	0.1159660	0.1825878	0.8024766	1.0137235	0.0917517	1.0302461	0.1028167	0.1832416

0	0.0000000	0.9092052	1.0594127	0.8249031	0.0453070	0.3033331	0.0203375	0.2558442	0.0771554	0.5517056	1.1135175	0.6149224	0.8867358	0.0157101	0.0394049	0.8988037	0.9267261	0.9658330	0.0257386	1.0482525	0.0487714	0.9994898	0.9416638	0.9068394	0.2874272	0.9289167	0.6562927	0.6046571	0.9806103	0.0219470	0.8188234	0.3716093	1.0518591	0.2737530	0.3022296	0.0621685	0.0040198	1.0255349	1.0181542	0.0903264	0.0536892	1.1027453	0.0963113	0.1934576	0.8278423	0.9818948	0.0858991	0.9612317	0.0403537	0.2791598
2	0.0123745	0.9674630	0.9695624	0.8301204	0.0318959	0.3328447	0.0304236	0.2057040	0.0909586	0.5084388	1.0317069	0.5264437	0.9557520	0.0168326	0.0541589	0.8798078	0.8372081	0.8846336	0.0456521	0.9791101	0.0593716	1.0142459	0.9448161	0.8269976	0.3066447	0.9416662	0.7459091	0.4644924	0.9439457	0.0052016	0.7447667	0.3152573	1.0500065	0.1822127	0.4126638	0.0311864	0.0000000	0.9610968	0.9837787	0.0284649	0.0425335	1.0809621	0.0947520	0.1645421	0.7432442	1.0781820	0.1130296	1.0616079	0.0084366	0.2359171
4	0.0000000	1.0595026	0.9776205	0.8505406	0.0064501	0.3749679	0.0677407	0.2476637	0.0000000	0.4619922	1.0650384	0.5124545	0.9525546	0.0294797	0.0089565	0.8547768	0.9020908	0.8935441	0.0000000	1.0734304	0.0575594	1.0104549	0.8988293	0.8146573	0.3446060	0.9738119	0.7665111	0.4843383	0.9210066	0.0000000	0.7408390	0.3670062	1.0990013	0.1466342	0.4813369	0.0129011	0.0000000	0.8997388	0.9624743	0.0527277	0.0174279	1.1231467	0.0826483	0.1785447	0.6973689	1.0133152	0.1516019	1.0301656	0.0000000	0.2332172
