"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
10	0.5999585	0.0000000	0.9551200	0.9202079	0.3789745	0.9547846	0.3536493	0.8293817	0.2034938	0.0439316	0.9637935	0.2118775	0.8624909	0.9801573	0.0313868	0.9387417	1.0811215	0.8397651	0.0783309	1.0485175	0.0271703	0.0493745	0.9998277	0.3108303	0.1542053	0.1665683	0.8010112	0.2024395	0.8971282	0.5869332	0.8665966	1.0526135	0.0124786	0.0076123	0.7027077	0.0714238	0.0194485	0.0687914	0.9852123	0.9242571	0.9267346	0.5944490	0.0407012	0.0283997	0.0951505	0.8358645	0.9343638	0.0007107	0.1429113	0.9219470

0	0.6130951	0.0000000	0.9534719	1.0444236	0.3362671	1.0103207	0.2879822	0.9277034	0.2045111	0.1364849	1.0937603	0.1598712	0.7960980	0.9266113	0.1079360	0.9212278	0.9797059	0.9525181	0.0181950	1.0272548	0.0000000	0.0457204	0.9588663	0.3462405	0.1671431	0.1849648	0.8707213	0.2628676	0.9861186	0.5021921	0.9402789	1.0786257	0.0913937	0.0242514	0.6385473	0.0231598	0.0000000	0.1131818	1.0283671	0.9389258	1.1268794	0.5303384	0.0082031	0.0000000	0.0496776	0.9156992	0.9232822	0.0040125	0.1517025	1.0062717
2	0.5831104	0.0000000	0.9446537	1.0149504	0.4306320	0.9592942	0.3080005	0.9401147	0.1848757	0.0607130	1.0734202	0.1681369	0.9079193	0.9343445	0.0999173	0.9715483	0.9502588	0.9846570	0.0291442	1.0447995	0.0851525	0.0325898	0.9052483	0.3422245	0.1789226	0.1724197	0.7270082	0.2397457	1.0414637	0.5662169	0.9273281	0.9802601	0.0571446	0.0315951	0.5454096	0.0437287	0.0267781	0.0863832	1.0272432	0.9609996	0.9800479	0.6743651	0.0309735	0.0081425	0.0601057	0.9545847	1.0088507	0.0046384	0.1434148	1.0679233
4	0.6108388	0.0200649	0.9480014	0.9336106	0.3976831	0.9884320	0.3123898	0.9239252	0.2077921	0.0241459	1.0737654	0.1476425	0.8859377	0.8913800	0.1046609	0.9268147	0.9790875	0.9935909	0.0816168	1.0846572	0.0640232	0.0120265	0.9875090	0.3728793	0.1727145	0.1460950	0.8104764	0.2912937	1.0313501	0.5676084	0.8940107	1.0466257	0.0587294	0.0362895	0.4717897	0.0599272	0.0000000	0.0678088	0.9515703	1.0127301	0.9723962	0.6403698	0.0389564	0.0145348	0.0000000	0.9304486	1.0422718	0.0218151	0.1862882	1.0908232
6	0.5901381	0.0086928	0.9865601	0.9030987	0.4219517	0.9674302	0.3675000	0.8924897	0.2214409	0.0548895	1.0373342	0.1785034	0.8672260	0.8913289	0.0683327	0.9423591	1.0394041	1.0425377	0.0870740	1.0514288	0.0088109	0.0540347	1.0249598	0.4144695	0.1964316	0.1766425	0.7256644	0.2684739	0.9924272	0.6296432	0.9305682	0.9975199	0.0694971	0.0000000	0.4986457	0.0102043	0.0022407	0.0485291	0.9653181	1.0432805	1.0511996	0.6740414	0.0517872	0.0614150	0.0239605	0.9380571	1.0921355	0.0000000	0.1452421	1.1074426
8	0.6063620	0.0344331	1.0246476	0.8632954	0.3995296	1.0046207	0.3131551	0.8984620	0.1832148	0.0619013	1.0365350	0.1645874	0.9131402	0.9243412	0.0745586	0.9640556	1.0251660	0.9778125	0.0951643	1.0570778	0.0232760	0.0273329	0.9269000	0.4555645	0.1301351	0.1449544	0.7308633	0.2602697	1.0335665	0.5845932	0.9635788	0.9809581	0.0607797	0.0000000	0.4831703	0.0542352	0.0114089	0.1243343	0.9769935	0.9816351	1.0464104	0.6743721	0.0000000	0.0335456	0.0650858	0.8926282	1.0345251	0.0034988	0.1833977	1.0845422
10	0.4925068	0.0114972	0.9964389	0.9770133	0.3625950	1.0197897	0.2971455	0.9449084	0.2017215	0.0469728	1.0057208	0.1398993	0.8988910	0.9146404	0.0957056	0.9685878	1.0758706	0.9856989	0.0636853	1.1406811	0.0448149	0.0002727	0.9540117	0.3933731	0.1567983	0.1826321	0.7594037	0.2649016	1.0315711	0.6073113	0.9680092	1.0210284	0.0662470	0.0000000	0.5752599	0.0203432	0.0011262	0.0463910	0.9198565	0.9627673	1.0699006	0.6823001	0.0902152	0.0000000	0.0690288	0.9324339	1.0796142	0.0528351	0.1730044	1.0726906

0	0.6567444	0.0000000	0.9313652	1.0122267	0.4061046	1.0270210	0.2490811	0.9380192	0.2210712	0.1125862	1.0875705	0.1715737	0.7905903	0.9744301	0.1085905	0.9350412	1.0328066	0.9881209	0.0863495	1.1091397	0.0319164	0.0232282	0.9196679	0.3439147	0.2092440	0.1879439	0.8467920	0.2720854	0.9806577	0.4843388	0.8931942	1.0497170	0.0549763	0.0000000	0.6713965	0.0544989	0.0000000	0.1094362	0.9623823	0.9418989	1.0646402	0.5599195	0.0750474	0.0276650	0.0593879	0.9078887	0.8914534	0.0000000	0.1296474	0.9989532
2	0.4801829	0.0000000	1.0127468	1.0977546	0.3904335	0.9557629	0.2915435	0.8136888	0.2547979	0.1244949	1.0447498	0.0747448	0.8318887	1.0444328	0.0854391	0.9042693	0.9822596	0.9335017	0.0245657	0.9348517	0.0369910	0.0462834	0.8656578	0.4016411	0.1589362	0.1475607	0.8260933	0.2342585	0.9924335	0.4828379	1.0045491	1.0709790	0.1006304	0.0146383	0.6039004	0.0000000	0.0000000	0.1211624	1.0497689	0.9370720	0.9725755	0.6080862	0.0448687	0.0005478	0.0788188	0.9692649	1.0432809	0.0240663	0.1832893	1.0708732
4	0.5551447	0.0134773	0.9788104	1.1271043	0.4399990	0.9534418	0.3377324	0.8475164	0.2411280	0.0605820	1.0235576	0.1075743	0.8686951	1.0393455	0.1434478	0.9283611	0.9334977	0.9222789	0.0550637	0.9290564	0.0738547	0.0000000	0.8931004	0.3594019	0.0980936	0.0820515	0.8399776	0.2359497	0.9827700	0.4720022	0.9648656	0.9649254	0.0743010	0.0029366	0.6181460	0.0813625	0.0000000	0.0859621	0.9884345	0.9436919	0.9559313	0.5485712	0.0193515	0.0220871	0.0000000	0.9817398	1.0497825	0.0269679	0.1457417	1.0718466
6	0.4811805	0.0000000	0.9845587	1.1354513	0.4553412	0.9676254	0.3548526	0.8489663	0.2837108	0.0367479	1.0308079	0.1516791	0.8748069	1.0160855	0.1329917	0.9754453	0.9273132	0.8831632	0.0669467	0.9562022	0.0000000	0.0000000	0.9321754	0.3455812	0.1348335	0.1417603	0.8333216	0.2093004	0.9791161	0.4553261	0.9631412	0.9967873	0.0563946	0.0234664	0.5817173	0.0242053	0.0287662	0.1057542	1.0176430	0.9433630	0.9809034	0.5842783	0.0245234	0.0061167	0.0000000	1.0394834	1.0535999	0.0053363	0.1454637	1.0432247
8	0.5276196	0.0330235	0.9981279	1.1589587	0.4209489	0.9704299	0.3868872	0.8362519	0.2473326	0.0419064	0.9914982	0.1185947	0.8851248	1.0335282	0.0905681	0.9574230	0.9346079	0.8700716	0.0595722	0.9452840	0.0467148	0.0000000	0.9176557	0.3615239	0.1552219	0.1142360	0.8244623	0.2434053	1.0177090	0.4752870	0.9599587	1.0695612	0.0298351	0.0142046	0.5640178	0.0618673	0.0213985	0.1017518	1.0358650	0.9787862	0.9819780	0.5192306	0.0686671	0.0000000	0.0573268	1.0707118	1.0203328	0.0227848	0.1965505	1.0207224
10	0.4994580	0.0038056	1.0053072	1.1411852	0.4357813	0.9839344	0.3745193	0.7383056	0.2812245	0.0365326	1.0235261	0.1178879	0.9270312	1.0339000	0.1407461	0.9487408	0.8729078	0.9248479	0.0973225	1.0077239	0.0065537	0.0194063	0.9508010	0.3310088	0.1734279	0.1151602	0.8188120	0.2652664	1.0236226	0.3775173	0.9879768	1.0466863	0.0665351	0.0234191	0.6240103	0.0578481	0.0000000	0.1018260	1.0300110	0.9224517	0.9529742	0.5465045	0.0000000	0.0261482	0.0436001	1.0123261	1.0046918	0.0264577	0.2013262	0.9996833

0	0.6787528	0.0000000	0.9110184	1.0454137	0.3662893	0.9825295	0.3188431	0.9116448	0.1708788	0.0267590	1.0969546	0.1197183	0.7667793	0.9669182	0.1069680	0.9211120	1.0444589	0.9359727	0.0393945	1.0559784	0.0000000	0.0175321	0.9600539	0.3523751	0.1570067	0.1754828	0.8400095	0.2128918	0.9629881	0.4653204	0.9517881	1.0806052	0.0397656	0.0123315	0.6584230	0.0840850	0.0000000	0.0759869	1.0286962	0.9351941	1.0711696	0.5719363	0.0000000	0.0432595	0.0153025	0.9208535	0.8398053	0.0081150	0.1627450	1.0119898
2	0.6397650	0.0000000	0.9933576	1.0637150	0.3923554	0.9616116	0.3175232	0.9490686	0.2198083	0.0279407	1.0122563	0.2024084	0.8630017	0.8425356	0.1288327	0.9864250	1.0157590	0.9505736	0.0495403	0.9820833	0.0000000	0.0000000	0.9653855	0.3509997	0.1288545	0.0913586	0.6958190	0.2720147	0.9809472	0.5890184	0.9578260	1.0496376	0.0730892	0.0024188	0.5699568	0.0480915	0.0000000	0.0636469	1.1482738	0.9618696	0.9995951	0.5745903	0.0304717	0.0687391	0.0296017	0.9111992	1.0115789	0.0025563	0.1157369	1.0075371
4	0.6494580	0.0153559	0.9722527	1.0817684	0.4218533	0.9633163	0.2885137	0.9995501	0.2476744	0.0615666	0.9872053	0.2067648	0.8110928	0.8428146	0.0912435	0.9382412	0.9589416	0.9155644	0.0734232	1.0182962	0.0162290	0.0062622	0.9875457	0.3561983	0.1675992	0.1088823	0.7136843	0.1993687	0.9400434	0.5748776	0.9110343	0.9575401	0.0237968	0.0156399	0.6118326	0.0514822	0.0019685	0.0604447	1.1244974	0.9411397	0.9967138	0.5951039	0.1074701	0.0129854	0.0985185	0.9679283	1.0648812	0.0000000	0.1545734	0.9866458
6	0.6513244	0.0096621	0.9817054	1.1252628	0.4727550	0.9842657	0.3001781	0.9370757	0.2638417	0.0290451	1.0023616	0.2004361	0.9046413	0.8324217	0.0878580	0.9403076	1.0219150	0.9278563	0.0904487	0.9057838	0.0435053	0.0000000	1.0128717	0.3086726	0.1649295	0.1394997	0.8107931	0.2051248	0.9556700	0.5560904	0.9026373	0.9932971	0.0157224	0.0000000	0.6023581	0.0637042	0.0000000	0.0982929	1.1264383	0.8669553	0.9777313	0.6178206	0.0000000	0.0316935	0.0718126	1.0049379	1.0001657	0.0321799	0.1292231	1.0221479
8	0.6153605	0.0162112	1.0311038	1.0765738	0.4727377	0.9439538	0.3016834	0.9458054	0.1927092	0.0378130	0.9592385	0.1869586	0.9548356	0.8379103	0.0895866	0.9460507	0.9782086	0.9723306	0.0460389	0.9072186	0.0433889	0.0236753	0.9742071	0.2959491	0.2363458	0.1219611	0.7288376	0.2371910	0.9093151	0.5283367	0.9183225	1.0254717	0.0444151	0.0133435	0.5735872	0.0530495	0.0000000	0.0659227	1.1011895	0.8558656	1.0303157	0.5810934	0.0349834	0.0088966	0.0480785	0.9860836	1.0075369	0.0508635	0.1404262	0.9819957
10	0.6152166	0.0123574	0.9765569	1.0581390	0.4709916	0.9535121	0.2972283	0.9269021	0.1692938	0.0645405	1.0291610	0.1371719	0.9231040	0.8514649	0.0662847	0.9334445	1.0126782	1.0126630	0.0605905	0.8870432	0.0060487	0.0210096	1.0193068	0.2999322	0.1830245	0.1012965	0.7515481	0.2013242	0.9451627	0.5812059	0.8957953	0.9887828	0.0560879	0.0029301	0.6562409	0.0720640	0.0000000	0.0404668	1.1378589	0.8562422	0.9613522	0.5892905	0.0270505	0.0676646	0.0796538	0.9440260	0.9761602	0.0376041	0.0926321	1.0572703

0	0.6457992	0.0234256	0.9176415	1.0917918	0.3711624	1.0201321	0.2950533	0.9417360	0.2129387	0.0981248	1.1143833	0.2116476	0.8412402	0.9659348	0.0638741	0.9139707	1.0503124	1.0341675	0.0606786	1.0798319	0.0388971	0.0205178	0.9357877	0.3424604	0.1836148	0.1523229	0.8392470	0.2468356	0.9686320	0.5161626	0.9315772	1.1142114	0.0808766	0.0000000	0.6799014	0.0862679	0.0154849	0.0722026	1.0115285	0.9644981	1.0957158	0.5206346	0.0060369	0.0230409	0.0436210	0.9240493	0.8696867	0.0292182	0.1570244	0.9729052
2	0.6498876	0.0000000	0.9070704	1.0470443	0.4178038	1.0972794	0.3142815	0.8747734	0.1936193	0.1250576	0.9756619	0.2184554	0.7588563	0.9566447	0.0895218	0.9920142	0.9873989	0.8717439	0.0858113	0.9680833	0.0226300	0.0000000	1.0701460	0.3252590	0.1882812	0.1131214	0.7300871	0.2527022	0.9504516	0.5518394	1.0077517	1.0219945	0.0132386	0.0000000	0.5643501	0.0201946	0.0403937	0.1019202	1.0430397	0.8304532	0.9905660	0.6258472	0.0373503	0.0467002	0.0878606	1.0143587	1.0819983	0.0000000	0.1874008	0.9432098
4	0.5836029	0.0000000	0.9032160	1.0527231	0.3741341	1.0798213	0.2994409	0.9266376	0.1757206	0.0616785	0.9923899	0.1921388	0.7912984	0.9593098	0.0930901	1.0347799	0.9440476	0.9137971	0.0767079	0.9871898	0.0490647	0.0264664	0.9534782	0.3309681	0.1776899	0.1310789	0.7747412	0.3378615	0.9098101	0.5226153	1.0178211	1.0067590	0.0740762	0.0000000	0.6012468	0.0581776	0.0379190	0.1148307	1.0177370	0.8681226	0.9886570	0.6224837	0.0051223	0.0003052	0.0806855	0.9617448	1.0735016	0.0079240	0.1871158	0.9906827
6	0.5516758	0.0132473	0.9289291	1.0287737	0.3371891	1.0808411	0.2526849	0.9184424	0.1968377	0.0591346	0.9968617	0.1834280	0.7828177	0.9748812	0.1017440	1.0037734	0.8960119	0.8800866	0.0869175	1.0430098	0.0284536	0.0000000	0.9910408	0.3306963	0.1930500	0.1335520	0.7966037	0.3463237	0.9373650	0.5475430	1.0208801	0.9904974	0.0416100	0.0028832	0.5754699	0.0399433	0.0000000	0.1154333	0.9307968	0.8675405	0.9971004	0.5960436	0.0368508	0.0000000	0.0283304	0.9363757	1.0455012	0.0000000	0.2068466	0.9161674
8	0.5996849	0.0069821	0.9318682	1.0896880	0.3767931	1.0707501	0.2412580	1.0143848	0.1874615	0.1045116	0.9400193	0.1667922	0.8119285	0.9398184	0.0983879	1.0260405	0.9459054	0.8897329	0.0753331	1.0438523	0.0452836	0.0306479	1.0298133	0.3382202	0.1778169	0.1352552	0.7531596	0.3300571	0.9515930	0.5058877	0.9579559	0.9929764	0.0070471	0.0000000	0.6131257	0.0752845	0.0000000	0.0875868	0.9931365	0.8731897	0.9288791	0.6100074	0.0065530	0.0350449	0.0595470	0.9453558	0.9811786	0.0164561	0.1722194	0.8878836
10	0.5539398	0.0058712	0.8942633	1.0353886	0.4114424	1.0451148	0.2874483	0.9125103	0.1982417	0.0352975	0.9217922	0.1835796	0.8133915	0.9626692	0.1112477	0.9991172	1.0062778	0.8254392	0.0534062	1.0116960	0.0395953	0.0643323	0.9120696	0.3668279	0.1826817	0.1021565	0.8262986	0.3084606	0.9151928	0.5298921	0.9948739	1.0564372	0.0465892	0.0000000	0.6200017	0.0612601	0.0000000	0.1203363	0.9641560	0.9081544	0.9516722	0.6285858	0.0240893	0.0250163	0.0763951	0.9334607	1.0604486	0.0257694	0.1673330	0.9456493

0	0.6694486	0.0083981	0.9391342	1.0536383	0.3385947	0.9869232	0.3082117	0.9485749	0.2333661	0.0922518	1.0843319	0.1535132	0.7893948	0.9295860	0.0807329	0.8919981	1.0603569	1.0138223	0.0000000	1.0763040	0.0029078	0.0000000	0.9519116	0.3119503	0.1548318	0.1744050	0.8107917	0.2302723	0.9840078	0.5262908	0.9024298	1.0932051	0.0937955	0.0124210	0.5898289	0.0962674	0.0084208	0.0627821	0.9732014	0.9444722	1.0662452	0.5517546	0.0158373	0.0253987	0.0910333	0.9044558	0.9249286	0.0454376	0.1131776	1.0225819
2	0.5157325	0.0000000	1.0098517	1.0169539	0.3819630	1.0389535	0.3095050	0.8569876	0.2052792	0.0763731	1.0746434	0.2029064	0.8796869	1.0792119	0.0733576	0.8847635	1.0549332	0.9599234	0.0705966	1.0407989	0.0933075	0.0519862	1.0524256	0.3614369	0.1382671	0.1361145	0.8191673	0.2278440	1.0377062	0.4352764	1.0797907	1.0797168	0.0554272	0.0000000	0.5775305	0.0514427	0.0717830	0.1451430	0.9223850	0.9816014	0.9562218	0.6416482	0.0380973	0.0000000	0.0000000	1.0420709	0.9843863	0.0182107	0.1628312	1.0292874
4	0.5613963	0.0000000	0.9883576	1.0646278	0.3936124	0.9571275	0.3396915	0.9057290	0.2639625	0.0459341	1.0438397	0.1266130	0.9140599	1.0102865	0.1071781	0.8804376	0.9638917	1.0444788	0.0428076	1.0140536	0.0313718	0.0501983	1.0008252	0.3242354	0.1871635	0.1573971	0.8101035	0.2150266	1.0414795	0.4805886	0.9830533	0.9904887	0.0782935	0.0293093	0.5723939	0.0721315	0.0176191	0.0960272	0.9190075	0.9503017	0.9968749	0.6241650	0.0381162	0.0070917	0.0462741	1.0409832	0.9687621	0.0004104	0.1638975	0.9617988
